question,sql
What is the sum of all the points won by Peter Whitehead in an alta f2 Chassis?,SELECT SUM Points FROM table WHERE Entrant = peter whitehead AND Chassis = alta f2
How many points does g a vandervell have?,SELECT Points FROM table WHERE Entrant = g a vandervell
How many total points were earned with ferrari 125 Chassis after 1952?,SELECT SUM Points FROM table WHERE Chassis = ferrari 125 AND Year > 1952
What is the total number of Points that Peter Whitehead earned in a Ferrari 125?,SELECT SUM Points FROM table WHERE Entrant = peter whitehead AND Chassis = ferrari 125
Name the D 44 when it has a D 40√ of r 16,SELECT D 44 + FROM table WHERE D 40 √ = r 16
Name the D 41 √ for having D 43 of r 13,SELECT D 41 √ FROM table WHERE D 43 O = r 13
Name the D 45+ which has D 42 of r 14,SELECT D 45 + FROM table WHERE D 42 O = r 14
Name the D 44 which has D 42 O of d 33,SELECT D 44 + FROM table WHERE D 42 O = d 33
Name the D 46 which has D 44 of r 25,SELECT D 46 + FROM table WHERE D 44 + = r 25
"What was the rank of a transfer fee larger than 13 million, and after 2008?",SELECT COUNT Rank FROM table WHERE Transfer fee ( € million) > 13 AND Year > 2008
What president was elected in 2010?,SELECT President FROM table WHERE Elected = 2010
"When seats for 2001 is greater than 15 and % 2001 is greater than 100, what is the % 2006?",SELECT AVG % 2006 FROM table WHERE seats 2001 > 15 AND % 2001 > 100
What is the sum of % for 2001 if 2001 seats equals 7?,SELECT COUNT % 2001 FROM table WHERE seats 2001 = 7
"If 2006 is 13% and 2001 is greater than 12.1%, what is the greatest number of seats for 2001?",SELECT MAX seats 2001 FROM table WHERE % 2006 = 13 AND % 2001 > 12.1
What were the circumstances of the Hostile incident on the road to Jalalabad?,SELECT Circumstances FROM table WHERE Nature of incident = hostile AND Location = road to jalalabad
What was the circumstance that happened on the road to Jalalabad?,SELECT Circumstances FROM table WHERE Location = road to jalalabad
What happened in Mazar-i-sharif?,SELECT Circumstances FROM table WHERE Location = mazar-i-sharif
What is the Index number of Chen Bangjun Andie from Singapore?,SELECT Index FROM table WHERE Country = singapore AND Name = chen bangjun andie
What is the Chinese name of the Eliminated player from Singapore in Index f9?,SELECT Chinese Name FROM table WHERE Status = eliminated AND Country = singapore AND Index = f9
What is the Index number for 叶惠慈?,SELECT Index FROM table WHERE Chinese Name = 叶惠慈
What is the Chinese name of the player in Index F10?,SELECT Chinese Name FROM table WHERE Index = f10
"What is the name of the player from Malaysia, Kuala Lumpur in Index f8?","SELECT Name FROM table WHERE Country = malaysia, kuala lumpur AND Index = f8"
"What is the English name of the player 李美玲 from Malaysia, Kuala Lumpur?","SELECT Name FROM table WHERE Country = malaysia, kuala lumpur AND Chinese Name = 李美玲"
Who was the opponent of the game on August 8?,SELECT Opponent FROM table WHERE Date = august 8
Who took the winning slot at the Vojens venue?,SELECT Winners FROM table WHERE Venue = vojens
Who was the runner-up in 1980 at the Pocking venue?,SELECT Runner-up FROM table WHERE Venue = pocking AND Year = 1980
What rank did the United States swimmer come in who posted 11.26 seconds in the 100-meter youth female division?,SELECT COUNT Rank FROM table WHERE Fastest time (s) = 11.26 AND Nation = united states
What is the lowest overall with more than 17 rounds?,SELECT MIN Overall FROM table WHERE Round > 17
What position has 14 rounds?,SELECT Position FROM table WHERE Round = 14
What United States player has a score of 69-73-68=210?,SELECT Player FROM table WHERE Score = 69-73-68=210 AND Country = united states
What Argentina country is in t10 place?,SELECT Score FROM table WHERE Place = t10 AND Country = argentina
Which country has the score of 71-71-68=210?,SELECT Country FROM table WHERE Score = 71-71-68=210
What To par scored 72-71-68=211?,SELECT To par FROM table WHERE Score = 72-71-68=211
Name the award won for category of choice tv villain in years after 2008,SELECT Award FROM table WHERE Result = won AND Category = choice tv villain AND Year > 2008
Name the award for nominated result and year after 2011,SELECT Award FROM table WHERE Result = nominated AND Year > 2011
"Which Perth also has Sydney yes, Gold Coast yes, and Adelaide no?",SELECT Perth FROM table WHERE Sydney = yes AND Gold Coast = yes AND Adelaide = no
"Which Perth has Gold Coast yes, Sydney yes, Melbourne yes, and Adelaide yes?",SELECT Perth FROM table WHERE Gold Coast = yes AND Sydney = yes AND Melbourne = yes AND Adelaide = yes
"Which Adelaide has Sydney yes, Melbourne yes, and Perth no?",SELECT Adelaide FROM table WHERE Sydney = yes AND Melbourne = yes AND Perth = no
"Which Adelaide has Perth no, Gold Coast no, and Sydney yes?",SELECT Adelaide FROM table WHERE Perth = no AND Gold Coast = yes AND Sydney = yes
"Which Melbourne has Gold Coast yes, Perth cancelled, and Adelaide cancelled?",SELECT Melbourne FROM table WHERE Gold Coast = yes AND Perth = cancelled AND Adelaide = cancelled
"Which Melbourne has Sydney yes, Gold Coast yes, and Perth yes?",SELECT Melbourne FROM table WHERE Sydney = yes AND Gold Coast = yes AND Perth = yes
Who came in 3rd when Matej žagar won?,SELECT 3rd place FROM table WHERE Winners = matej žagar
In what year did Rafał Kurmański come in 2nd place?,SELECT Year FROM table WHERE 2nd place = rafał kurmański
Who won at Krško?,SELECT Winners FROM table WHERE Venue = krško
Who came in 3rd when Nicolai Klindt won?,SELECT 3rd place FROM table WHERE Winners = nicolai klindt
Who won when Karol Ząbik came in 2nd?,SELECT Winners FROM table WHERE 2nd place = karol ząbik
Who came in 3rd at Venue?,SELECT 3rd place FROM table WHERE Venue = venue
What is the total number of weeks that the Steelers had a record of 1–0?,SELECT COUNT Week FROM table WHERE Record = 1–0
Who was the opponent at the Steelers game that had a result of l 20–17?,SELECT Opponent FROM table WHERE Result = l 20–17
Name the condition for partial thromboplastin time of prolonged and platelet count of unaffected with bleeding time of prolonged,SELECT Condition FROM table WHERE Partial thromboplastin time = prolonged AND Platelet count = unaffected AND Bleeding time = prolonged
Name the condition with partial thromboplastin time of prolonged or unaffected,SELECT Condition FROM table WHERE Partial thromboplastin time = prolonged or unaffected
Name the condition with partial thromboplastin time of unaffected and prothrombin time of unaffected with platelet count of decreased,SELECT Condition FROM table WHERE Partial thromboplastin time = unaffected AND Prothrombin time = unaffected AND Platelet count = decreased
Name the condition with platelet count of unaffected and bleeding time of unaffected with prothrombin time of prolonged and partial thromboplastin time of prolonged,SELECT Condition FROM table WHERE Platelet count = unaffected AND Bleeding time = unaffected AND Prothrombin time = prolonged AND Partial thromboplastin time = prolonged
Name the bleeding time with platelet count of unaffected and condition of factor xii deficiency,SELECT Bleeding time FROM table WHERE Platelet count = unaffected AND Condition = factor xii deficiency
what is the number of losses with draws less than 1 and 6.3% efficiency?,SELECT AVG Losses FROM table WHERE Efficiency % = 6.3% AND Draws < 1
what is the number of draws for ali said gouled?,SELECT COUNT Draws FROM table WHERE Name = ali said gouled
what is the number of draws when there are 4 losses and 28.6% efficiency?,SELECT COUNT Draws FROM table WHERE Losses = 4 AND Efficiency % = 28.6%
Name the females when males are 1 548,SELECT females FROM table WHERE males = 1 548
Name the percentage with number of 1 343,SELECT percentage (%) FROM table WHERE Number = 1 343
Name the percentage which has females of 2,SELECT percentage (%) FROM table WHERE females = 2
Name the males for language of persons that didn't name their native language,SELECT males FROM table WHERE Language = persons that didn't name their native language
What are the school colors for the college whose main campus is overland park?,SELECT School Colors FROM table WHERE Main Campus Location = overland park
What is independence community college's newest campus?,SELECT MIN Founded FROM table WHERE Institution = independence community college
What college was founded in 1967?,SELECT Main Campus Location FROM table WHERE Founded = 1967
"Which party is associated with a leader who began his tenure on June 13, 2007?","SELECT Party FROM table WHERE From = june 13, 2007"
"What is the beginning date associated with an ending date of July 4, 2007?","SELECT From FROM table WHERE Until = july 4, 2007"
Who had a function of explorator?,SELECT Name FROM table WHERE Function = explorator
"What is the Until date associated with a beginning From date of July 5, 2007?","SELECT Until FROM table WHERE From = july 5, 2007"
"What is the Until date that has a party of VLD and a beginning from date of December 17, 2007?","SELECT Until FROM table WHERE Party = vld AND From = december 17, 2007"
Can you tell me the Competing entities that has the First held smaller than 1970?,SELECT Competing entities FROM table WHERE First held < 1970
"What surface was played on on October 3, 2010?","SELECT Surface FROM table WHERE Date = october 3, 2010"
What was the tier versus Manana Shapakidze?,SELECT Tier FROM table WHERE Opponent in the final = manana shapakidze
What was the score versus Michaela Pochabová?,SELECT Score FROM table WHERE Opponent in the final = michaela pochabová
"Who was the opponent on May 8, 2006?","SELECT Opponent in the final FROM table WHERE Date = may 8, 2006"
What was the tier versus Annalisa bona?,SELECT Tier FROM table WHERE Opponent in the final = annalisa bona
"What is the average place for the song called ""homme"" that has voes larger than 1320?","SELECT AVG Place FROM table WHERE Song = ""homme"" AND Votes > 1320"
"What is the sum of the draw for the song ""Beautiful Inside"" which has a place larger than 2?","SELECT SUM Draw FROM table WHERE Song = ""beautiful inside"" AND Place > 2"
Which song has votes greater than 640 and a draw of 1?,SELECT Song FROM table WHERE Votes > 640 AND Draw = 1
"What is the average place for a song with votes smaller than 8696, the song ""turn the tide"", and a draw larger than 3?","SELECT AVG Place FROM table WHERE Votes < 8696 AND Song = ""turn the tide"" AND Draw > 3"
When Keey has 58.1% what % does Bush have?,SELECT Bush% FROM table WHERE Kerry% = 58.1%
"Which of Real Betis career had appearances smaller than 98, nationality of Spain, and goals greater than 15?",SELECT Real Betis career FROM table WHERE Appearances < 98 AND Nationality = spain AND Goals > 15
What Decile has State Authority and Raumati South Area?,SELECT Decile FROM table WHERE Authority = state AND Area = raumati south
What is the total Decile with Waikanae Area?,SELECT SUM Decile FROM table WHERE Area = waikanae
What Player with a Place of T10 had a Score of 80-70-72-72=294?,SELECT Player FROM table WHERE Place = t10 AND Score = 80-70-72-72=294
What was the Money ($) amount for Lloyd Mangrum?,SELECT Money ( $ ) FROM table WHERE Player = lloyd mangrum
What was the Money ($) amount for Cary Middlecoff?,SELECT Money ( $ ) FROM table WHERE Player = cary middlecoff
"What date was the game with a score of 5–2, and a Loss of lilly (9–9)?",SELECT Date FROM table WHERE Score = 5–2 AND Loss = lilly (9–9)
What team was the opponent when there was a score of 5–4 (11)?,SELECT Opponent FROM table WHERE Score = 5–4 (11)
What date was the game with a record of 47–39?,SELECT Date FROM table WHERE Record = 47–39
What year did Tom Watson win?,SELECT Year(s) won FROM table WHERE Player = tom watson
What is the total number that Tom Watson parred larger than 10?,SELECT COUNT Total FROM table WHERE Player = tom watson AND To par > 10
Which date has a Record of 4-5?,SELECT Date FROM table WHERE Record = 4-5
Which score has a Loss of gubicza (0-1)?,SELECT Score FROM table WHERE Loss = gubicza (0-1)
Which loss happened april 18?,SELECT Loss FROM table WHERE Date = april 18
Which record has an Opponent of orioles and a Date of april 14?,SELECT Record FROM table WHERE Opponent = orioles AND Date = april 14
Which record has a Date of april 25?,SELECT Record FROM table WHERE Date = april 25
Which opponent has a Record of 4-5?,SELECT Opponent FROM table WHERE Record = 4-5
Name the country which has prix uip venezia,SELECT Country FROM table WHERE Nominating Festival = prix uip venezia
Name the nominating festival for director of 2004,SELECT Nominating Festival FROM table WHERE Director(s) = 2004
Name the category for prix uip berlin,SELECT Category FROM table WHERE Nominating Festival = prix uip berlin
Name the nominating festival for un cartus de kent si un pachet de cafea,SELECT Nominating Festival FROM table WHERE Film = un cartus de kent si un pachet de cafea
Name the director of alt i alt,SELECT Director(s) FROM table WHERE Film = alt i alt
What's the score of the game they played against a team with a record of 81-54?,SELECT Score FROM table WHERE Record = 81-54
What game score was there for the team with a record of 84-56?,SELECT Score FROM table WHERE Record = 84-56
Who is the Winner for the City of Loutraki?,SELECT Winner FROM table WHERE City = loutraki
What is the Date for the Event ept copenhagen?,SELECT Date FROM table WHERE Event = ept copenhagen
What Event did John dibella win?,SELECT Event FROM table WHERE Winner = john dibella
What was the prize for winner benny spindler?,SELECT Prize FROM table WHERE Winner = benny spindler
What was the Event in the city of copenhagen?,SELECT Event FROM table WHERE City = copenhagen
"What was the Event for the prize of €850,000?","SELECT Event FROM table WHERE Prize = €850,000"
"What is the Redcliffe population with a Pine Rivers population greater than 164,254 and a total population less than 103,669?","SELECT SUM (Redcliffe) FROM table WHERE (Pine Rivers) > 164,254 AND Population (Total) < 103,669"
"What is the Pine Rivers total population after 1947 with a Redcliffe population smaller than 68,877, a total population greater than 50,785, and a Caboolture population greater than 12,207?","SELECT COUNT (Pine Rivers) FROM table WHERE Year > 1947 AND (Redcliffe) < 68,877 AND Population (Total) > 50,785 AND (Caboolture) > 12,207"
"What is the average Caboolture population with a Redcliffe population greater than 27,327, a Pine Rivers population greater than 119,236, and a total population greater than 344,878 after 1971?","SELECT AVG (Caboolture) FROM table WHERE (Redcliffe) > 27,327 AND (Pine Rivers) > 119,236 AND Year > 1971 AND Population (Total) > 344,878"
In which place is Emmet French?,SELECT Place FROM table WHERE Player = emmet french
"What is the result for Gold Coast when Melbourne and Adelaide are yes, but Perth is no?",SELECT Gold Coast FROM table WHERE Melbourne = yes AND Perth = no AND Adelaide = yes
"What is the result for Melbourne when Adelaide, Sydney, and Perth are yes, and Gold Coast is no?",SELECT Melbourne FROM table WHERE Adelaide = yes AND Sydney = yes AND Perth = yes AND Gold Coast = no
"What is the result for Melbourne when Gold Coast, Perth, Auckland, and Sydney are no?",SELECT Melbourne FROM table WHERE Gold Coast = no AND Perth = no AND Auckland = no AND Sydney = no
"What is the result for Gold Coast when Adelaide and Perth are yes, but Auckland is no?",SELECT Gold Coast FROM table WHERE Adelaide = yes AND Auckland = no AND Perth = yes
"What is the result for Gold Coast when Melbourne and Sydney are yes, while Auckland and Perth are no?",SELECT Gold Coast FROM table WHERE Melbourne = yes AND Sydney = yes AND Auckland = no AND Perth = no
