question,sql
What was the score of the game against montreal canadiens after game 26?,SELECT Score FROM table WHERE Game > 26 AND Opponent = montreal canadiens
In what Round was Grant Long Drafted?,SELECT MIN Round FROM table WHERE Player = grant long
What is the Player from Memphis?,SELECT Player FROM table WHERE School/Club Team = memphis
What Player was picked after Round 2 with a Pick number larger than 33?,SELECT Player FROM table WHERE Pick > 33 AND Round > 2
In what Round was the Memphis Player drafted?,SELECT AVG Round FROM table WHERE School/Club Team = memphis
Which School/Club Team holds the 2006-2009 Years of Grizzlies ?,SELECT School/Club Team FROM table WHERE Years for Grizzlies = 2006-2009
Who was the Player in the 1998-2000 Year of Grizzlies?,SELECT Player FROM table WHERE Years for Grizzlies = 1998-2000
What is the Nationality of the 1998-2000 Years for Grizzlies?,SELECT Nationality FROM table WHERE Years for Grizzlies = 1998-2000
Who was the 1999-2002 Years for Grizzlies small forward Player who was from the United States?,SELECT Player FROM table WHERE Nationality = united states AND Position = small forward AND Years for Grizzlies = 1999-2002
Which Player is the shooting guard?,SELECT Player FROM table WHERE Position = shooting guard
What is the location and attendance of game 44?,SELECT Location/Attendance FROM table WHERE Game = 44
"What is the record of game 42, which had a clemmensen decision?",SELECT Record FROM table WHERE Decision = clemmensen AND Game = 42
What country parred E and scored 71-73-70-74=288?,SELECT Country FROM table WHERE To par = e AND Score = 71-73-70-74=288
How much money was scored for 73-71-70-73=287?,SELECT Money ( $ ) FROM table WHERE Score = 73-71-70-73=287
What country has to par E with Mark O'Meara?,SELECT Country FROM table WHERE To par = e AND Player = mark o'meara
What country placed t6 with player Vijay Singh?,SELECT Country FROM table WHERE Place = t6 AND Player = vijay singh
How much money did David Toms get?,SELECT Money ( $ ) FROM table WHERE Player = david toms
What is the playoffs Game number on April 26?,SELECT Game FROM table WHERE Date = april 26
What is the Score of Game 4?,SELECT Score FROM table WHERE Game = 4
What is the playoff Game on April 30?,SELECT Game FROM table WHERE Date = april 30
What is the Date of the game with a Score of L 115–118 (OT)?,SELECT Date FROM table WHERE Score = l 115–118 (ot)
"What was the result when there were 27,321 in attendance?","SELECT Result FROM table WHERE Attendance = 27,321"
"What is the number in attendance at Dowdy-Ficklen stadium • Greenville, NC, and the opponent was Ohio?","SELECT Attendance FROM table WHERE Site = dowdy-ficklen stadium • greenville, nc AND Opponent = ohio"
"What date was the game at Dowdy-Ficklen stadium • Greenville, NC, with 27,321 in attendance?","SELECT Date FROM table WHERE Site = dowdy-ficklen stadium • greenville, nc AND Attendance = 27,321"
"What team was the opponent when there were 27,321 in attendance?","SELECT Opponent FROM table WHERE Attendance = 27,321"
"What date was the game at Williams-Brice stadium • Columbia, SC?","SELECT Date FROM table WHERE Site = williams-brice stadium • columbia, sc"
Can you tell me the Margin of victory that has the Winning score of 67-69-67-69=272?,SELECT Margin of victory FROM table WHERE Winning score = 67-69-67-69=272
"Can you tell me the To par that has the Winner's share larger than 200,000, and the Margin of victory of 3 strokes?","SELECT To par FROM table WHERE Winner's share > 200,000 AND Margin of victory = 3 strokes"
"WHAT IS THE AVERAGE DATE FOR CBS LABEL, IN AUSTRALIA, AND SBP 241031 FOR CATALOG?",SELECT AVG Date FROM table WHERE Label = cbs AND Region = australia AND Catalog = sbp 241031
WHAT DATE HAS A CATALOG OF 486553.4?,SELECT MAX Date FROM table WHERE Catalog = 486553.4
"WHAT IS THE LOWEST DATE FOR KOREA, IN CD FORMAT?",SELECT MIN Date FROM table WHERE Region = korea AND Format = cd
"What is 2008, when 2006 is ""1R""?",SELECT 2008 FROM table WHERE 2006 = 1r
"What is Tournament, when 2006 is ""A"", and when 2009 is ""A""?",SELECT Tournament FROM table WHERE 2006 = a AND 2009 = a
"What is 2005, when 2006 is ""1R""?",SELECT 2005 FROM table WHERE 2006 = 1r
"What is 2011, when 2008 is ""2R""?",SELECT 2011 FROM table WHERE 2008 = 2r
"What is 2004, when 2005 is ""2R"", and when 2006 is ""1R""",SELECT 2004 FROM table WHERE 2005 = 2r AND 2006 = 1r
"What is 2004, when 2009 is ""A""?",SELECT 2004 FROM table WHERE 2009 = a
"What was the name of the opponent when the method was ko (slam), and record was 13–1?",SELECT Opponent FROM table WHERE Method = ko (slam) AND Record = 13–1
"What is the highest pick of scott turner, who has a round greater than 2?",SELECT MAX Pick FROM table WHERE Round > 2 AND Name = scott turner
What is the name of the ot position player with a round greater than 4?,SELECT Name FROM table WHERE Round > 4 AND Position = ot
"What is the sum of the pick of darryl pounds, who has an overall greater than 68?",SELECT SUM Pick FROM table WHERE Name = darryl pounds AND Overall > 68
What is the total number of rounds of the player from lehigh college with an overall less than 152?,SELECT COUNT Round FROM table WHERE College = lehigh AND Overall < 152
What is the highest round of pick 3?,SELECT MAX Round FROM table WHERE Pick = 3
What is the total overall number of the ot position player with a pick greater than 5?,SELECT COUNT Overall FROM table WHERE Position = ot AND Pick > 5
What rank does the Singapore Cup of 0 (1) have?,SELECT MAX Rank FROM table WHERE Singapore Cup = 0 (1)
What Singapore League Cup does Masahiro Fukasawa have?,SELECT Singapore League Cup FROM table WHERE Name = masahiro fukasawa
What is Norikazu Murakami's total?,SELECT Total FROM table WHERE Name = norikazu murakami
What is the rank for the total that has 3 (20)?,SELECT Rank FROM table WHERE Total = 3 (20)
Which AFC cup does Masahiro Fukasawa have?,SELECT AFC Cup FROM table WHERE Name = masahiro fukasawa
Which AFC cup does Kenji Arai have?,SELECT AFC Cup FROM table WHERE Name = kenji arai
"In the game where Joe Johnson (31) was the high points scorer, what was the final score?",SELECT Score FROM table WHERE High points = joe johnson (31)
"What is the lowest to par of the player with a t3 place and less than $1,500?","SELECT MIN To par FROM table WHERE Place = t3 AND Money ( $ ) < 1,500"
Who is the player from the United States with a t6 place and a 71-70-76-72=289 score?,SELECT Player FROM table WHERE Country = united states AND Place = t6 AND Score = 71-70-76-72=289
"How much total money does player tommy bolt, who has a to par of 9, have?",SELECT COUNT Money ( $ ) FROM table WHERE To par = 9 AND Player = tommy bolt
What is the lowest amount of money a player from South Africa with a to par less than 8 has?,SELECT MIN Money ( $ ) FROM table WHERE Country = south africa AND To par < 8
What was the venue that had a friendly match competition?,SELECT Venue FROM table WHERE Competition = friendly match
"With a year larger than 1905, and a location of philadelphia, pennsylvania with a to par [a] of n/a and a country of scotland what is the course?","SELECT Course FROM table WHERE To par [a ] = n/a AND Country = scotland AND Year > 1905 AND Location = philadelphia, pennsylvania"
"What is the total score for a location of san francisco, california, and a year after 1987, and a to pa [a] of +1?","SELECT Total score FROM table WHERE Location = san francisco, california AND Year > 1987 AND To par [a ] = +1"
"What is the sum for the year with a location of newport, rhode island?","SELECT SUM Year FROM table WHERE Location = newport, rhode island"
"What is the country with a course of merion golf club, and a to par [1] of e?",SELECT Country FROM table WHERE Course = merion golf club AND To par [a ] = e
What is the total score for the year 2012?,SELECT Total score FROM table WHERE Year = 2012
What is the evening gown score for the contestant from Mississippi?,SELECT Evening Gown FROM table WHERE State = mississippi
What is the type for rank 2?,SELECT Type FROM table WHERE Rank = 2
"What is the sum of number of bearers in 2009 for a rank above 1, a type of patronymic, an etymology meaning son of Christian, and the number of bearers in 1971 greater than 45.984?",SELECT SUM Number of bearers 2009 FROM table WHERE Rank > 1 AND Type = patronymic AND Etymology = son of christian AND Number of bearers 1971 > 45.984
What is Ryan Hunter-Reay of the Herdez Competition's Qual 2 time?,SELECT Qual 2 FROM table WHERE Team = herdez competition AND Name = ryan hunter-reay
What is Justin Wilson's Team?,SELECT Team FROM table WHERE Name = justin wilson
What is the Best of the racer with a Qual 2 of 1:00.588?,SELECT Best FROM table WHERE Qual 2 = 1:00.588
"Where is the lowest area with a population of 7,616?","SELECT MIN Area (km²) FROM table WHERE Population (2010) = 7,616"
Where in Tongyong is Hanyu Sanmin?,SELECT Tongyong FROM table WHERE Hanyu = sanmin
Which Hanya has an area of 19.3888?,SELECT Hanyu FROM table WHERE Area (km²) = 19.3888
"What is Nationality, when Round is less than 2, and when Pick is ""24""?",SELECT Nationality FROM table WHERE Round < 2 AND Pick = 24
"What is Nationality, when Round is less than 2, and when College/Team is ""CB L'Hospitalet""?",SELECT Nationality FROM table WHERE Round < 2 AND College/Team = cb l'hospitalet
"What is the lowest Round, when College/Team is ""Kansas"", and when Pick is less than 56?",SELECT MIN Round FROM table WHERE College/Team = kansas AND Pick < 56
"What is College/Team, when Round is less than 2, and when Nationality is ""United States""?",SELECT College/Team FROM table WHERE Round < 2 AND Nationality = united states
"WHAT IS THE Q1 POS WITH A 1:31.826 Q1 TIME, AND Q1 ORDER OF 7?",SELECT MAX Q1 pos FROM table WHERE Q1 time = 1:31.826 AND Q1 order > 7
What is the score on December 2?,SELECT Score FROM table WHERE Date = december 2
How many silver medals were won in 1938?,SELECT Silver FROM table WHERE Year = 1938
How many gold medals were won in 1970?,SELECT Gold FROM table WHERE Year = 1970
How many silver medals were won the year 7 gold medals were won?,SELECT Silver FROM table WHERE Gold = 7
How many bronze medals were won in 1998?,SELECT Bronze FROM table WHERE Year = 1998
"Can you tell me the TV Time that has the Date of november 22, 1998?","SELECT TV Time FROM table WHERE Date = november 22, 1998"
"Can you tell me the Result that has the Date of september 13, 1998?","SELECT Result FROM table WHERE Date = september 13, 1998"
"Can you tell me the Opponent that has the Week smaller than 11, and the TV Time of fox 10:00 am mt, and the Result of w 20-17?",SELECT Opponent FROM table WHERE Week < 11 AND TV Time = fox 10:00 am mt AND Result = w 20-17
Can you tell me the Result that has the Week of 5?,SELECT Result FROM table WHERE Week = 5
What is the average year that the club located in enfield was founded with an unknown coach?,SELECT AVG Founded FROM table WHERE Coach = unknown AND Location = enfield
What was the location of the club where the home ground is wilfred taylor reserve?,SELECT Location FROM table WHERE Home Ground = wilfred taylor reserve
Where is the club that was founded in 1946 located that has an unknown coach?,SELECT Location FROM table WHERE Coach = unknown AND Founded = 1946
Where is the home ground for the club coached by nick pantsaras and founded before 1946?,SELECT Home Ground FROM table WHERE Founded < 1946 AND Coach = nick pantsaras
Which team was the opponent that had a location of Madison Square Garden with a score of 87-83?,SELECT Team FROM table WHERE Location Attendance = madison square garden AND Score = 87-83
Which game was played at the Forum and led to a series result of 0-1?,SELECT Game FROM table WHERE Location Attendance = the forum AND Series = 0-1
What was the score for game 2?,SELECT Score FROM table WHERE Game = 2
"What is the title of the show with less than 10 seasons that aired on September 29, 1997 and is directed by Milan Cheylov?","SELECT Title FROM table WHERE Season # < 10 AND Directed by = milan cheylov AND Original air date = september 29, 1997"
"What is the attendance of the November 19, 1990 game?","SELECT Attendance FROM table WHERE Date = november 19, 1990"
How many Years have an Iron Man Award of kyal horsley?,SELECT COUNT Year FROM table WHERE Iron Man Award = kyal horsley
Which Coach has a Most Improved of rory thompson?,SELECT Coach FROM table WHERE Most Improved = rory thompson
Which Year has a Community Award of jarrod harbrow?,SELECT SUM Year FROM table WHERE Community Award = jarrod harbrow
what is the capacity for the team šibenik?,SELECT MIN Capacity FROM table WHERE Team = šibenik
what is the stadium for čakovec?,SELECT Stadium FROM table WHERE Team = čakovec
what is the capacity when the home city is zagreb and the manager is zlatko kranjčar?,SELECT AVG Capacity FROM table WHERE Home city = zagreb AND Manager = zlatko kranjčar
what is the home city for the stadion src mladost?,SELECT Home city FROM table WHERE Stadium = stadion src mladost
What is the grid for the driver with an electrical time/retired and 51 laps?,SELECT Grid FROM table WHERE Time/Retired = electrical AND Laps = 51
Who is the driver with 1 grid?,SELECT Driver FROM table WHERE Grid = 1
What place was Mark Carnevale in?,SELECT Place FROM table WHERE Player = mark carnevale
What was the highest attendance against Real Juventud?,SELECT MAX Attendance FROM table WHERE Away = real juventud
"Who is the away captain for the matches dated 7,8,10,11 feb 1908?","SELECT Away captain FROM table WHERE Date = 7,8,10,11 feb 1908"
Who is the home captain at the Adelaide Oval?,SELECT Home captain FROM table WHERE Venue = adelaide oval
Who is the home captain that won AUS by 245 runs?,SELECT Home captain FROM table WHERE Result = aus by 245 runs
"What was the venue for the dates 1,2,3,4,6,7 jan 1908?","SELECT Venue FROM table WHERE Date = 1,2,3,4,6,7 jan 1908"
"What was the venue for the dates 7,8,10,11 Feb 1908?","SELECT Venue FROM table WHERE Date = 7,8,10,11 feb 1908"
What's the production if the technology is sodium-sulfur batteries and yes to toxic materials?,SELECT In production FROM table WHERE Toxic Materials = yes AND Technology = sodium-sulfur batteries
What are the moving parts of lead-acid?,SELECT Moving Parts FROM table WHERE Technology = lead-acid
What's the room temperature with no toxic materials and no ln production?,SELECT Room Temperature FROM table WHERE In production = no AND Toxic Materials = no
What's the technology when there are no moving parts but yes to toxic materials?,SELECT Technology FROM table WHERE Toxic Materials = yes AND Moving Parts = no
What was the Score for T9 United States Player Kirk Triplett?,SELECT Score FROM table WHERE Place = t9 AND Country = united states AND Player = kirk triplett
What country is Tiger Woods from?,SELECT Country FROM table WHERE Player = tiger woods
what is the assists when the club is chicago fire and goals is more than 2?,SELECT SUM Assists FROM table WHERE Club = chicago fire AND Goals > 2
what is the most assists when the goals is less than 0?,SELECT MAX Assists FROM table WHERE Goals < 0
"What is Score in The Final, when Date is ""1981""?",SELECT Score in the final FROM table WHERE Date = 1981
"What is Opponent in The Final, when Date is ""1976""?",SELECT Opponent in the final FROM table WHERE Date = 1976
"What is Location Attendance, when Date is ""December 30""?",SELECT Location Attendance FROM table WHERE Date = december 30
"What is Date, when High Rebounds is ""Amar'e Stoudemire (13)""?",SELECT Date FROM table WHERE High rebounds = amar'e stoudemire (13)
"What is Score, when Location Attendance is ""US Airways Center 18,422"", and when Game is less than 22?","SELECT Score FROM table WHERE Location Attendance = us airways center 18,422 AND Game < 22"
"What is Score, when Game is ""19""?",SELECT Score FROM table WHERE Game = 19
"What is Location Attendance, when Team is ""Orlando""?",SELECT Location Attendance FROM table WHERE Team = orlando
"What is Record, when Date is ""December 30""?",SELECT Record FROM table WHERE Date = december 30
Name the Theaters that has a Rank larger than 7?,SELECT MAX Theaters FROM table WHERE Rank > 7
Name the Gross-to-date which has a Date of august 23–25?,SELECT Gross-to-date FROM table WHERE Date = august 23–25
Name the Round which has a Position of defensive back and a Pick of 226?,SELECT MIN Round FROM table WHERE Position = defensive back AND Pick = 226
Name the Round which has a Player of zack walz?,SELECT Round FROM table WHERE Player = zack walz
Name the Round which has a Position of defensive back and corey chavous?,SELECT MIN Round FROM table WHERE Position = defensive back AND Player = corey chavous
"Name all Pick that has a Round of 7, and a School/Club Team of arizona st.?",SELECT COUNT Pick FROM table WHERE Round = 7 AND School/Club Team = arizona st.
Which Year has a Regular Season of 7th?,SELECT MAX The Year FROM table WHERE Regular Season = 7th
Which Year has a Division larger than 3?,SELECT MAX The Year FROM table WHERE Division > 3
"Which Year did not qualify for Playoffs, and had a Division smaller than 3?",SELECT SUM The Year FROM table WHERE Playoffs = did not qualify AND Division < 3
"Which league did not qualify for the Playoffs, and had a Year larger than 2008?",SELECT League FROM table WHERE Playoffs = did not qualify AND The Year > 2008
"What is Home Team, when Away Team Score is 10.8 (64)?",SELECT Home team FROM table WHERE Away team score = 10.8 (64)
"What is Lowest Crowd, when Home Team is Brisbane Lions?",SELECT MIN Crowd FROM table WHERE Home team = brisbane lions
"What is Date, when Away Team is Kangaroos?",SELECT Date FROM table WHERE Away team = kangaroos
"What is Ground, when Home Team Score is 12.14 (86)?",SELECT Ground FROM table WHERE Home team score = 12.14 (86)
"What is Away Team, when Home Team is Kangaroos, and when Away Team Score is 9.11 (65)?",SELECT Away team FROM table WHERE Home team = kangaroos AND Away team score = 9.11 (65)
What is the smallest round with a time of 1:12?,SELECT MIN Round FROM table WHERE Time = 1:12
How long was the time for the Legacy Fighting Championship 12?,SELECT Time FROM table WHERE Event = legacy fighting championship 12
"WHAT COUNTRY HAS A TO PAR OF +1, WITH WOODY AUSTIN?",SELECT Country FROM table WHERE To par = +1 AND Player = woody austin
WHAT IS THE TO PAR FOR ERNIE ELS?,SELECT To par FROM table WHERE Player = ernie els
WHAT PLACE DOES TOM LEHMAN HAVE?,SELECT Place FROM table WHERE Player = tom lehman
WHAT IS THE TO PAR FOR NUMBER 1?,SELECT To par FROM table WHERE Place = 1
WHAT IS TEH PLAYER WITH A TO PAR OF +1 FOR SCOTLAND?,SELECT Player FROM table WHERE To par = +1 AND Country = scotland
Who won the Paris-Roubaix in 2006?,SELECT Paris–Roubaix ( FRA ) FROM table WHERE Year = 2006
Who built the conant creek pegram truss railroad bridge?,SELECT Built FROM table WHERE Name = conant creek pegram truss railroad bridge
Where is the historic place that was built in 1910?,SELECT Location FROM table WHERE Built = 1910
"What is the list date of the historic place that was built 1896, 1914?","SELECT Listed FROM table WHERE Built = 1896, 1914"
When was the historic place listed that's in canyon county?,SELECT Listed FROM table WHERE County = canyon
what is the averaging time when the regulatory citation is 40 cfr 50.4(b)?,SELECT Averaging Time FROM table WHERE Regulatory Citation = 40 cfr 50.4(b)
what is the regulatory citation when the standard is 15 μg/m³?,SELECT Regulatory Citation FROM table WHERE Standard = 15 μg/m³
what is the standard when the pollutant is o 3 and averaging time is 8-hour?,SELECT Standard FROM table WHERE Pollutant = o 3 AND Averaging Time = 8-hour
what is the polluntant when the regulatory citation is 40 cfr 50.7(a) and the type is primary?,SELECT Pollutant FROM table WHERE Regulatory Citation = 40 cfr 50.7(a) AND Type = primary
what is the type when the averaging time is 1-hour and the standard is 0.12 ppm (235 μg/m³)?,SELECT Type FROM table WHERE Averaging Time = 1-hour AND Standard = 0.12 ppm (235 μg/m³)
what is the type when the regulatory citation is 40 cfr 50.9(a)?,SELECT Type FROM table WHERE Regulatory Citation = 40 cfr 50.9(a)
"What is the highest League, when Title Playoff is greater than 0?",SELECT MAX League FROM table WHERE Title Playoff > 0
"What is the lowest Title Playoff, when Total is less than 3, and when League is greater than ""2""?",SELECT MIN Title Playoff FROM table WHERE Total < 3 AND League > 2
"What is the lowest Title Playoff, when League is greater than 3, and when Super Cup is less than 0?",SELECT MIN Title Playoff FROM table WHERE League > 3 AND Super Cup < 0
"What is the total number of Super Cup, when Title Playoff is ""0"", when Total is greater than 9, and when League is less than 11?",SELECT COUNT Super Cup FROM table WHERE Title Playoff = 0 AND Total > 9 AND League < 11
What was the score when the jazz played against toronto?,SELECT Score FROM table WHERE Team = toronto
What is the date of the game against miami?,SELECT Date FROM table WHERE Team = miami
Who was the Opponent in Week 7?,SELECT Opponent FROM table WHERE Week = 7
"What was the Attendance on November 7, 1999?","SELECT Attendance FROM table WHERE Date = november 7, 1999"
Who was the Opponent of the Game with a Result of l 23-41?,SELECT Opponent FROM table WHERE Result = l 23-41
What was the Attendance in Week 1?,SELECT Attendance FROM table WHERE Week = 1
"How much average Finish has Starts of 9, and a Top 10 smaller than 0?",SELECT SUM Avg. Finish FROM table WHERE Starts = 9 AND Top 10 < 0
"Which Winnings have Starts larger than 34, and Poles smaller than 1, and a Top 10 of 5?",SELECT Winnings FROM table WHERE Starts > 34 AND Poles < 1 AND Top 10 = 5
"Which Diameter (km) has a Name of alma-merghen planitia, and a Year named smaller than 1997?",SELECT MAX Diameter (km) FROM table WHERE Name = alma-merghen planitia AND Year named < 1997
"Which Longitude has a Latitude of 73.0s, and a Name of aibarchin planitia?",SELECT Longitude FROM table WHERE Latitude = 73.0s AND Name = aibarchin planitia
"Which Year named has a Name of nuptadi planitia, and a Diameter (km) larger than 1,200.0?","SELECT MIN Year named FROM table WHERE Name = nuptadi planitia AND Diameter (km) > 1,200.0"
"Which Latitude has a Year named smaller than 1997, and a Name of aino planitia?",SELECT Latitude FROM table WHERE Year named < 1997 AND Name = aino planitia
In what tournament did Cipolla face Sergio Roitman?,SELECT Tournament FROM table WHERE Opponent = sergio roitman
What is the Rating/Share (18-49) that also has a Share greater than 10 and 12.42 million Viewers?,SELECT Rating/Share (18-49) FROM table WHERE Share > 10 AND Viewers (millions) = 12.42
Which Week has a Record of 2-9?,SELECT MIN Week FROM table WHERE Record = 2-9
"Which Week has an Attendance smaller than 70,056, and an Opponent of at minnesota vikings?","SELECT COUNT Week FROM table WHERE Attendance < 70,056 AND Opponent = at minnesota vikings"
What is the 1993 finish for the event that had a 1990 of QF and 1995 of 2R?,SELECT 1993 FROM table WHERE 1990 = qf AND 1995 = 2r
What is the 1994 finish for the Miami tournament?,SELECT 1994 FROM table WHERE Tournament = miami
What is the to par score from Brad Faxon of the United States with a score of 73-68=141?,SELECT To par FROM table WHERE Country = united states AND Score = 73-68=141 AND Player = brad faxon
What's the to par score in T8 place from Zimbabwe and has a score of 73-68=141?,SELECT To par FROM table WHERE Place = t8 AND Score = 73-68=141 AND Country = zimbabwe
What's the score of Lee Janzen in T4 place?,SELECT Score FROM table WHERE Place = t4 AND Player = lee janzen
What's the score of Jeff Maggert in T2 place?,SELECT Score FROM table WHERE Place = t2 AND Player = jeff maggert
What's the to par when the score was 68-73=141?,SELECT To par FROM table WHERE Score = 68-73=141
What's the total number of game that has 377 points?,SELECT SUM Games FROM table WHERE Points = 377
What's the total number of points that the rank is less than 5 and has Tiago Splitter?,SELECT COUNT Points FROM table WHERE Name = tiago splitter AND Rank < 5
What is the total number of games that has Juan Carlos Navarro and more than 266 points?,SELECT SUM Games FROM table WHERE Points > 266 AND Name = juan carlos navarro
What's the rank of Igor Rakočević of Tau Cerámica with more than 377 points?,SELECT SUM Rank FROM table WHERE Team = tau cerámica AND Name = igor rakočević AND Points > 377
What's the rank of the Tau Cerámica that has 377 points and more than 21 games?,SELECT COUNT Rank FROM table WHERE Team = tau cerámica AND Points = 377 AND Games > 21
What are the dates of squadron 33?,SELECT Dates FROM table WHERE Squadron = squadron 33
What institution won 2nd more recently than 2007 with Peter Agre as Chief Judge?,SELECT Institution FROM table WHERE Year > 2007 AND Award = 2nd AND Chief Judge = peter agre
What student won 3rd with Peter Agre as Chief Judge?,SELECT Name FROM table WHERE Chief Judge = peter agre AND Award = 3rd
What institution won in 2010 with student Cheng Herng Yi?,SELECT Institution FROM table WHERE Year > 2010 AND Name = cheng herng yi
What was the lowest postion of ehc straubing ii when they played less than 10 games?,SELECT MIN Position FROM table WHERE Name = ehc straubing ii AND Played < 10
What was the drawn amount for teams with points of 12 and played smaller than 10?,SELECT AVG Drawn FROM table WHERE Points = 12 AND Played < 10
"How many games were played by the team with 2 draws, less than 16 points and a position higher than 5?",SELECT COUNT Played FROM table WHERE Drawn = 2 AND Points < 16 AND Position > 5
What was the grid of Buddy Rice?,SELECT Grid FROM table WHERE Driver = buddy rice
Which team had a driver with a finish position of 7?,SELECT Team FROM table WHERE Fin. Pos = 7
What was the time of the driver with a finish position of 19?,SELECT Time/Retired FROM table WHERE Fin. Pos = 19
What were the number of laps led by the driver with a finish position of 14?,SELECT Laps Led FROM table WHERE Fin. Pos = 14
Which team had a finish position of 8?,SELECT Team FROM table WHERE Fin. Pos = 8
"For the 27 arrow match event, what's the sum of all scores for that event?",SELECT SUM Score FROM table WHERE Event = 27 arrow match
Which event had a score of over 673 points?,SELECT Event FROM table WHERE Score > 673
What is the total number of appearances in the premier league when there were 10 appearances at UEFA and less than 4 at league cup?,SELECT COUNT Premier League FROM table WHERE UEFA Cup = 10 AND League Cup < 4
