question,sql
How many teams have been in Topperserien for 8 seasons? ,SELECT COUNT Team FROM table WHERE Seasons = 8
What is the maximum number of seasons for any team? ,SELECT MAX Seasons FROM table
Which teams homeeground is Stemmemyren? ,SELECT Team FROM table WHERE Home ground = Stemmemyren
What is the home ground for the team whose home city is Trondheim with 27 seasons? ,SELECT Home ground FROM table WHERE Seasons = 27 AND Home city = Trondheim
What is the home city for the team whose home ground is dnb nor arena? ,SELECT Home city FROM table WHERE Home ground = DnB Nor Arena
What Home city has the home ground Klepp stadion? ,SELECT Home city FROM table WHERE Home ground = Klepp Stadion
How many data was given the total electricity in GW-h if the renewable electricity w/o hydro (GW-h) is 3601?,SELECT COUNT Total electricity (GW·h) FROM table WHERE Renewable electricity w/o Hydro (GW·h) = 3601
How many data was given the total electricity in GW-h if % renewable is 92.3%?,SELECT COUNT Total electricity (GW·h) FROM table WHERE % Renewable = 92.3%
What was the maximum rank of the source with renewable percentage w/o hydro is 2.17%?,SELECT MAX Rank FROM table WHERE % Renewable w/o Hydro = 2.17%
How much was the minimum renewable electricity (GW-h) that is ranked 36?,SELECT MIN Renewable electricity (GW·h) FROM table WHERE Rank = 36
What was the state with the total electricity generated is 38380 gw-h?,SELECT State FROM table WHERE Total electricity (GW·h) = 38380
"Who directed the episode titled ""Big Time Blogger""?","SELECT Directed by FROM table WHERE Title = ""Big Time Blogger"""
What number episode in the series had a production code of 111?,SELECT No. in series FROM table WHERE Prod. code = 111
What number episode in the series had a production code of 110?,SELECT No. in series FROM table WHERE Prod. code = 110
How many U.S. viewers in millions watched the number 7 episode in the series that was written by Jed Spingarn?,SELECT U.S. viewers (millions) FROM table WHERE Written by = Jed Spingarn AND No. in series = 7
What was the original U.S. air date of the episode directed by Julian Petrillo?,SELECT Original U.S. air date FROM table WHERE Directed by = Julian Petrillo
How many different original U.S. air dates appear where the U.S. viewers were 2.5 million?,SELECT COUNT Original U.S. air date FROM table WHERE U.S. viewers (millions) = 2.5
How many U.S. viewers were there for the episode written by Lazar Saric & Jed Spingarn?,SELECT U.S. viewers (millions) FROM table WHERE Written by = Lazar Saric & Jed Spingarn
How many U.S. viewers were there for the number 4 episode in season?,SELECT U.S. viewers (millions) FROM table WHERE No. in season = 4
Name the least rank,SELECT MIN Rank FROM table
Name the growth rate for hooghly,SELECT Growth Rate FROM table WHERE District = Hooghly
Name the total number of rank for east midnapore,SELECT COUNT Rank FROM table WHERE District = East Midnapore
Name the total number of rank for growth raate for 14.47,SELECT COUNT Rank FROM table WHERE Growth Rate = 14.47
Who is the champion of the 1994 season?,SELECT Champion FROM table WHERE Season = 1994
Who is the best player in the 1998 season?,SELECT Best Player FROM table WHERE Season = 1998
What was the largest index the year/s forcible rapes numbered 1084? ,SELECT MAX Index FROM table WHERE Forcible rape = 1084
How many violent catagories are listed for the year forcible rapes were 1156? ,SELECT COUNT Violent FROM table WHERE Forcible rape = 1156
What was the largest number of aggravated assaults when there were 3811 robberies? ,SELECT MAX Aggravated assault FROM table WHERE Robbery = 3811
What was the number of murders the year forcible rapes were at 166? ,SELECT Murder FROM table WHERE Forcible rape = 166
How many violent crimes occurred the year that the index was 191037? ,SELECT Violent FROM table WHERE Index = 191037
"What date did ""fast friends"" originally air?","SELECT Original air date FROM table WHERE Title = ""Fast Friends"""
Who wrote episode number 149 in the series?,SELECT Written by FROM table WHERE No. in series = 149
"What episode number in the series is ""tough love""?","SELECT MAX No. in series FROM table WHERE Title = ""Tough Love"""
"""It's not my job"" is the minimum title in no. in season.","SELECT MIN No. in season FROM table WHERE Title = ""It's Not My Job"""
What title did Bill Foster direct ?,SELECT Title FROM table WHERE Directed by = Bill Foster
Kim Weiskopf and Jeff Franklin wrote all the no. in series.,SELECT No. in series FROM table WHERE Written by = Kim Weiskopf and Jeff Franklin
Which co-stars did Kalyanji-anandji direct in 1963?,SELECT Co-Stars FROM table WHERE Music Director = Kalyanji-Anandji AND Year = 1963
Which co-singers appear in the movie Pyaasa?,SELECT Co-Singers FROM table WHERE Movie/Album = Pyaasa
What is the additional information in the song mera yaar bana hai dulha,SELECT Additional Info FROM table WHERE Song = Mera Yaar Bana Hai Dulha
In which years are co-stars  mala sinha and amitabh bachchan?,SELECT Year FROM table WHERE Co-Stars = Mala Sinha and Amitabh Bachchan
Which song has Drunkard Groom listed as additional information?,SELECT Song FROM table WHERE Additional Info = Drunkard Groom
Who was the lyricist for the song  with music directed by madan mohan kohli?,SELECT Lyricist FROM table WHERE Music Director = Madan Mohan Kohli
Which song directed by datta naik had the ending stranza written by Johnny Walker?,SELECT Additional Info FROM table WHERE Music Director = Datta Naik
In which album can Dil De De Nahin Nahin Dil Le Le be found?,SELECT Movie/Album FROM table WHERE Song = Dil De De Nahin Nahin Dil Le Le
What was the GDP for 2002-2005 for the construction center? ,SELECT 2002-2005 FROM table WHERE Supply sector (% of GDP in current prices) = Construction
What was GDP for 2006-2009 for the sector that had a 20.1 GDP for 2010-2012?,SELECT 2006-2009 FROM table WHERE 2010-2012 = 20.1
What sector had a 1.4 GDP for 2006-2009?,SELECT Supply sector (% of GDP in current prices) FROM table WHERE 2006-2009 = 1.4
What sector had a 17.3 GDP for 1993-2001?,SELECT Supply sector (% of GDP in current prices) FROM table WHERE 1993-2001 = 17.3
The sector that had a 8.7 GDP for 2006-2009 had what GDP for 1993-2001?,SELECT 1993-2001 FROM table WHERE 2006-2009 = 8.7
What is the November 3 result when June 10-11 is 147?,SELECT November 3 FROM table WHERE June 10-11 = 147
What is the November 3 result when the result for January 15-16 is 141?,SELECT November 3 FROM table WHERE January 15-16 = 141
What is the November 3 result when the June 10-11 is 147?,SELECT November 3 FROM table WHERE June 10-11 = 147
"What June 10-11 is is that corresponds to March 28, 1968?","SELECT June 10-11 FROM table WHERE March 27-29 = March 28, 1968"
"What January 15-16 is is that corresponds to November 3, 2013?","SELECT January 15-16 FROM table WHERE November 3 = November 3, 2013"
When 127 is on June 10th to 11th what is November 3rd?,SELECT November 3 FROM table WHERE June 10-11 = 127
When 129 is on March 27th to 29th what is June 10th to 11th?,SELECT June 10-11 FROM table WHERE March 27-29 = 129
When 139 is on March 27th to 29th what is August 21st to 22nd?,SELECT August 21-22 FROM table WHERE March 27-29 = 139
"During November 3 where august 21-22 is august 21, 2017?","SELECT November 3 FROM table WHERE August 21-22 = August 21, 2017"
"How many solar eclipse on June 10-11, while November 3 is 153?",SELECT June 10-11 FROM table WHERE November 3 = 153
"How many solar eclipse during August 21-22 where June 10-11 on June 11, 1983?","SELECT COUNT August 21-22 FROM table WHERE June 10-11 = June 11, 1983"
How many solar eclipse during June 10-11 and march 27-29 is 149?,SELECT June 10-11 FROM table WHERE March 27-29 = 149
How many solar eclipse during august 21-22 and January 15-16 is 141?,SELECT August 21-22 FROM table WHERE January 15-16 = 141
"How many solar eclipse during  January 15-16 and august 21-22 on august 21, 2017?","SELECT January 15-16 FROM table WHERE August 21-22 = August 21, 2017"
Name the fastest lap for round 14,SELECT COUNT Fastest Lap FROM table WHERE Round = 14
Name the winning driver for 20 april,SELECT Winning driver FROM table WHERE Date = 20 April
Name the circuit for 13 july,SELECT Circuit FROM table WHERE Date = 13 July
Name the fastest lap for round 3,SELECT Fastest Lap FROM table WHERE Round = 3
Name the fastest lap for piquet sports and silverstone,SELECT Fastest Lap FROM table WHERE Winning team = Piquet Sports AND Circuit = Silverstone
How many laps where the position is 10th and the races is smaller than 9.0?,SELECT COUNT F/Laps FROM table WHERE Position = 10th AND Races < 9.0
What is the lowest amount of races?,SELECT MIN Races FROM table
Which races have 137 points?,SELECT Races FROM table WHERE Points = 137
What team has 137 points?,SELECT Team FROM table WHERE Points = 137
How many points were scored when the podiums is 0 and position is 10th?,SELECT Points FROM table WHERE Podiums = 0 AND Position = 10th
What is the rate limit when the desired rate change (%) is +40.4?,SELECT Rate limit (p) FROM table WHERE Desired rate change (%) = +40.4
What is the rate limit when budget plans (£m) is limit agreed?,SELECT Rate limit (p) FROM table WHERE Budget plans (£m) = limit agreed
What is the rate limit when the desired rate (p) is 162?,SELECT Rate limit (p) FROM table WHERE Desired rate (p) = 162
What is the rate change % when the rate limit is 82.86?,SELECT Rate change (%) FROM table WHERE Rate limit (p) = 82.86
What is the desired rate when the rate limit (p) is 50.33?,SELECT Desired rate (p) FROM table WHERE Rate limit (p) = 50.33
What is the authority who set the budget limit (£m) at 900?,SELECT Authority FROM table WHERE Budget limit (£m) = 900
What was the highest share?,SELECT MAX Share FROM table
What was the final score of the game with 7523 in attendance?,SELECT Final score FROM table WHERE Attendance = 7523
What is the lowest attendance?,SELECT MIN Attendance FROM table
"If the rebounds are at 87, what are the amount of steals?",SELECT Steals FROM table WHERE Rebounds = 87
How many players 89 points?,SELECT COUNT Blocks FROM table WHERE Points = 89
"If the Steals are 20, what are the blocks?",SELECT MAX Blocks FROM table WHERE Steals = 20
How many millions of viewers did the episode directed by Jeffrey Blitz have?,SELECT U.S. viewers (million) FROM table WHERE Directed by = Jeffrey Blitz
Who directed the episode that had 5.92 million viewers?,SELECT Directed by FROM table WHERE U.S. viewers (million) = 5.92
What was the name of the episode Alan Yang wrote?,SELECT Title FROM table WHERE Written by = Alan Yang
How many episodes were directed by Michael McCullers?,SELECT COUNT Original air date FROM table WHERE Directed by = Michael McCullers
When 3rd is the position what is the lowest amount of points?,SELECT MIN Points FROM table WHERE Position = 3rd
When art grand prix is the team and 2010 is the season how many wins are there?,SELECT COUNT Wins FROM table WHERE Season = 2010 AND Team = ART Grand Prix
When 7th is the position and  15 is the race who is the team?,SELECT Team FROM table WHERE Races = 15 AND Position = 7th
What is the lowest overall amount of poles?,SELECT MIN Poles FROM table
When racing engineering is the team and 2012 is the team what is the position?,SELECT Position FROM table WHERE Season = 2012 AND Team = Racing Engineering
Is the facility opened in 1968 a major facility?,SELECT Major Facility FROM table WHERE Year Opened = 1968
What is the custody level of the facility in Shelton?,SELECT Custody Level(s) FROM table WHERE Location = Shelton
Is the Washington Corrections Center for Women (WCCW) a major facility?,SELECT Major Facility FROM table WHERE Facility = Washington Corrections Center for Women (WCCW)
What is the capacity for a facility opened in 1956?,SELECT COUNT Capacity FROM table WHERE Year Opened = 1956
What facility opening in 1954?,SELECT Facility FROM table WHERE Year Opened = 1954
Which player had 6 assists? ,SELECT Player FROM table WHERE Assists = 6
What is the fewest steals any player had?,SELECT MIN Steals FROM table
How many steals did Kelly Miller have?,SELECT MIN Steals FROM table WHERE Player = Kelly Miller
Which player had 9 blocks?,SELECT Player FROM table WHERE Blocks = 9
How many rebounds did Tammy Sutton-Brown have?,SELECT Rebounds FROM table WHERE Player = Tammy Sutton-Brown
What was the science score in the year there was a social studies score of 93.56?,SELECT Science FROM table WHERE Social Studies = 93.56
How many years did the school have a mathetmatics score of 98.02?,SELECT COUNT Science FROM table WHERE Mathematics = 98.02
What was the reading score in the year the science score was 96.13?,SELECT Reading FROM table WHERE Science = 96.13
What was the language score when the reading score was 94.47?,SELECT Language FROM table WHERE Reading = 94.47
How many values for points have Sophia Witherspoon as the player?,SELECT COUNT Points FROM table WHERE Player = Sophia Witherspoon
What is the highest value for points?,SELECT MAX Points FROM table
What is every value for rebounds when steals is 19?,SELECT Rebounds FROM table WHERE Steals = 19
What is every value for points if rebounds is 6 and blocks is 0?,SELECT Points FROM table WHERE Rebounds = 6 AND Blocks = 0
What is every entry for assists if the player is Lynn Pride?,SELECT Assists FROM table WHERE Player = Lynn Pride
What is the air date of the episode written by Itamar Moses? ,SELECT Original air date FROM table WHERE Written by = Itamar Moses
"What is the june 10-11 when august 21-22 is august 21, 2017?","SELECT June 10-11 FROM table WHERE August 21-22 = August 21, 2017"
how many times is march 27-29 is 129?,SELECT COUNT November 3 FROM table WHERE March 27-29 = 129
what is june 10-11 when march 27-29 is 149?,SELECT June 10-11 FROM table WHERE March 27-29 = 149
"what is november 3 when june 10-11 is june 10, 1964?","SELECT November 3 FROM table WHERE June 10-11 = June 10, 1964"
what is march 27-29 when november 3 is 133?,SELECT March 27-29 FROM table WHERE November 3 = 133
What is january 15-16 when november 3 is 153?,SELECT January 15-16 FROM table WHERE November 3 = 153
" january 15-16 when august 21-22 is august 22, 1979?","SELECT January 15-16 FROM table WHERE August 21-22 = August 22, 1979"
How many entries are shown for november 3 when january 15-16 is 141?,SELECT COUNT November 3 FROM table WHERE January 15-16 = 141
  march 27-29 where june 10-11 is 127?,SELECT March 27-29 FROM table WHERE June 10-11 = 127
 june 10-11 when november 3 is 133?,SELECT June 10-11 FROM table WHERE November 3 = 133
" june 10-11 when january 15-16 is january 15, 1991?","SELECT June 10-11 FROM table WHERE January 15-16 = January 15, 1991"
"What is shown for november 3 when august 21-22 is august 22, 1998?","SELECT November 3 FROM table WHERE August 21-22 = August 22, 1998"
Name the number of teams for 11th position september 10,SELECT COUNT Team FROM table WHERE Position in table = 11th AND Date of appointment = September 10
Name the replaced by for august 9 ,SELECT Replaced by FROM table WHERE Date of vacancy = August 9 AND Date of appointment = August 9
Name the most number for charvez davis,SELECT MAX # FROM table WHERE Name = Charvez Davis
Name the most height,SELECT MAX Weight FROM table
Name the number of home town for number being 32,SELECT COUNT Home Town FROM table WHERE # = 32
Name the total number of height for number 32,SELECT COUNT Height FROM table WHERE # = 32
Name the number for florida air academy,SELECT # FROM table WHERE Last School = Florida Air Academy
Name the height for demetrius jemison,SELECT Height FROM table WHERE Name = Demetrius Jemison
How many wins did Canterbury Wizards have?,SELECT MAX Won FROM table WHERE Team = Canterbury Wizards
What team had a net run rate of 0.134?,SELECT Team FROM table WHERE Net Run Rate = 0.134
What's the largest number of abandoned games by any of the teams?,SELECT MAX Abandoned FROM table
How many different net run rates did the team with 19 total points have?,SELECT COUNT Net Run Rate FROM table WHERE Total Points = 19
What was the team that scored 56 points?Qh,SELECT Team FROM table WHERE Points = 56
What was the earliest season where a team got a 29th position?,SELECT MIN Season FROM table WHERE Position = 29th
What was the recorded flaps of HBR Motorsport team?,SELECT F/Laps FROM table WHERE Team = HBR Motorsport
What was the series where a team scored 56 points?,SELECT Series FROM table WHERE Points = 56
How many team position scored 56 points?,SELECT COUNT Position FROM table WHERE Points = 56
On what dates was the final score of the game L 14–24?,SELECT Date FROM table WHERE Final score = L 14–24
How many game sites are there where the team record is 1–7?,SELECT COUNT Game site FROM table WHERE Team record = 1–7
"On week 7, what were the opponents?",SELECT Opponent FROM table WHERE Week = 7
On what game sites are there where the team record is 0–5?,SELECT Game site FROM table WHERE Team record = 0–5
What game sites are where the team record is 1–6?,SELECT Game site FROM table WHERE Team record = 1–6
"In game site AOL Arena, who are all the opponents?",SELECT Opponent FROM table WHERE Game site = AOL Arena
What organization had the founding date of 1998-11-08? ,SELECT Organization FROM table WHERE Founding Date = 1998-11-08
How many letters were given to the organization with a founding date of 1997-12-12? ,SELECT COUNT Letters FROM table WHERE Founding Date = 1997-12-12
What is the song choice where the original artist is Gino Paoli?,SELECT COUNT Song choice FROM table WHERE Original artist = Gino Paoli
What is the theme where the original artist is Noemi feat. Fiorella Mannoia?,SELECT Theme FROM table WHERE Original artist = Noemi feat. Fiorella Mannoia
"What is the order number where the song choice is ""l'appuntamento""?","SELECT Order # FROM table WHERE Song choice = ""L'appuntamento"""
What is the song choice where the episode is Live Show 1?,SELECT Song choice FROM table WHERE Episode = Live Show 1
What is the result where the original artist is Prince and the Revolution?,SELECT Result FROM table WHERE Original artist = Prince and The Revolution
What is the theme where the original artist is AC/DC?,SELECT Theme FROM table WHERE Original artist = AC/DC
what type of organization is sigma phi omega?,SELECT Type FROM table WHERE Organization = Sigma Phi Omega
how many types of organization were founded in san diego state university? ,SELECT COUNT Type FROM table WHERE Founding University = San Diego State University
"name the sorority a.k.a. ""sigmas"" that was founded in the university of southern california.","SELECT Organization FROM table WHERE Founding University = University of Southern California AND Type = Sorority AND Nickname = ""Sigmas"""
Name the season for position 4th,SELECT COUNT Season FROM table WHERE Position = 4th
Name the least f/laps,SELECT MIN F/Laps FROM table
Name the least podiums for 9th position,SELECT MIN Podiums FROM table WHERE Position = 9th
How many results are listed for shot PCT Where PA is 79?,SELECT COUNT Shot Pct. FROM table WHERE PA = 79
Where were stolen ends recorded as 15?,SELECT Locale FROM table WHERE Stolen Ends = 15
"What was the SlNo no of contact person SDE (P), Thiruppattur?","SELECT SlNo FROM table WHERE Contact Person = SDE (P), Thiruppattur"
"When did the episode ""rowley 1898"" air?","SELECT Air Date FROM table WHERE Title = ""Rowley 1898"""
What was the production code of the episode written by Brendan Cowell?,SELECT Production Code FROM table WHERE Writer = Brendan Cowell
How many f/laps did Pedro Nunes have when he was in 20th position?,SELECT COUNT F/Laps FROM table WHERE Position = 20th
How many f/laps did Pedro Nunes have when he was at the gp3 series?,SELECT F/Laps FROM table WHERE Series = GP3 Series
What is the fewest number of races Pedro Nunes completed in any series?,SELECT MIN Races FROM table
What is the most podiums Pedro Nunes had when in 17th position?,SELECT MAX Podiums FROM table WHERE Position = 17th
What was the founding university of the organization Tau Epsilon Phi 1?,SELECT Founding University FROM table WHERE Organization = Tau Epsilon Phi 1
"What was the founding date for the ""AEPI""?","SELECT Founding Date FROM table WHERE Nickname = ""AEPi"""
What type is σαεπ?,SELECT Type FROM table WHERE Letters = ΣΑΕΠ
What was the founding university of αεφ?,SELECT Founding University FROM table WHERE Letters = ΑΕΦ
What is the type if the organization name is Gamma RHO Lambda 1?,SELECT Type FROM table WHERE Organization = Gamma Rho Lambda 1
"If the letters is φαν, what is the founding date?",SELECT Founding Date FROM table WHERE Letters = ΦΑΝ
"If the founding university is in Charlotte, NC, what is the nickname?","SELECT Nickname FROM table WHERE Founding University = Charlotte, NC"
"What is the founding date if the nickname is '""Canes"", ""k-psis"", ""Diamonds"", or ""Angels""?","SELECT Founding Date FROM table WHERE Nickname = ""Canes"", ""K-PSIs"", ""Diamonds"", or ""Angels"""
What is the founding date if the letters are κψκ?,SELECT Founding Date FROM table WHERE Letters = ΚΨΚ
"If the founding university is in Washington, D.C., what was the founding date?","SELECT Founding Date FROM table WHERE Founding University = Washington, D.C."
What is the rank by average for the team who averaged 22.8?,SELECT MIN Rank by average FROM table WHERE Average = 22.8
What is the number of dances for the team that averages 20.6?,SELECT Number of dances FROM table WHERE Average = 20.6
What couple averaged 15.5?,SELECT Couple FROM table WHERE Average = 15.5
What is the smallest rank by average for a team averaging 22.8?,SELECT MIN Rank by average FROM table WHERE Average = 22.8
What is every value for Italian when the part is English?,SELECT Italian FROM table WHERE English = part
What is every entry for Proto-Italo-Western 1 when door is English?,SELECT Proto-Italo-Western 1 FROM table WHERE English = door
How many entries for Italian correspond to the Conservative Central Italian of Unu?,SELECT COUNT Italian FROM table WHERE Conservative Central Italian 1 = unu
What is every entry for Latin when Catalan is Mar?,SELECT Latin FROM table WHERE Catalan = mar
"If the Indian Scorers is Chinadorai Sabeeth, what is the name of the stadium?",SELECT Stadium FROM table WHERE Indian Scorers = Chinadorai Sabeeth
"If the stadium name is the Thuwunna Stadium, what is the date?",SELECT Date FROM table WHERE Stadium = Thuwunna Stadium
"If the Indian scorers is the Chinadorai Sabeeth, what is the score?",SELECT Score FROM table WHERE Indian Scorers = Chinadorai Sabeeth
"If the location is Yangon, Myanmar, what is the opponent total number?","SELECT COUNT Opponent FROM table WHERE Location = Yangon, Myanmar"
How many provinces are named 青海省 qīnghǎi shěng?,SELECT COUNT ISO № FROM table WHERE Chinese Name = 青海省 Qīnghǎi Shěng
What is the area of the province with a density of 533.59?,SELECT MAX Area³ FROM table WHERE Density² = 533.59
How many provinces have a density of 165.81?,SELECT COUNT ISO № FROM table WHERE Density² = 165.81
What is the abbreviation/symbol of 辽宁省 liáoníng shěng?,SELECT Abbreviation/Symbol FROM table WHERE Chinese Name = 辽宁省 Liáoníng Shěng
How many gb's have an iso number of cn-65?,SELECT COUNT GB FROM table WHERE ISO № = CN-65
What is the chinese name of the province whose capital is hangzhou?,SELECT Chinese Name FROM table WHERE Capital = Hangzhou
What is the fewest amount of races in any season? ,SELECT MIN Races FROM table
How many races were there when Sigachev had 38 points?,SELECT MIN Races FROM table WHERE Points = 38
What team was Sigachev on when he had 38 points? ,SELECT Team Name FROM table WHERE Points = 38
In what season was the final placing NC† and the team SL Formula Racing? ,SELECT Season FROM table WHERE Final Placing = NC† AND Team Name = SL Formula Racing
what is distance for the 7th position?,SELECT COUNT Distance FROM table WHERE Position = 7th
who isthe jockey in 10th position?,SELECT Jockey FROM table WHERE Position = 10th
what position is number 22?,SELECT Position FROM table WHERE Number = 22
what horse is in the 6th position?,SELECT Horse FROM table WHERE Position = 6th
what position has a handicap of 10-2?,SELECT Position FROM table WHERE Handicap = 10-2
what is the handicap where the distance is 9 lengths?,SELECT Handicap FROM table WHERE Distance = 9 lengths
Which series occurred when the 7800 was 5040.00?,SELECT Indonesia Super Series 2008 FROM table WHERE 7800.00 = 5040.00
