question,sql
"What date was the visitor the Boston Bruins, and the record was 4–0–1?",SELECT Date FROM table WHERE Visitor = boston bruins AND Record = 4–0–1
Who had the most points in game 81?,SELECT High points FROM table WHERE Game = 81
Which flight had an aircraft of vickers viscount type 794?,SELECT Flight FROM table WHERE Aircraft = vickers viscount type 794
Which flight had the aircraft avro rj-100?,SELECT Flight FROM table WHERE Aircraft = avro rj-100
When was the registration of tc-jes?,SELECT Date FROM table WHERE Registration = tc-jes
Which fatality was at ankara for the aircraft douglas c-47?,SELECT Fatalities FROM table WHERE Location = ankara AND Aircraft = douglas c-47
"How many total rounds have the results of win, and n/a as the method?",SELECT COUNT Round FROM table WHERE Res. = win AND Method = n/a
How long did the match last in the Rings: Final Capture event?,SELECT Time FROM table WHERE Event = rings: final capture
What is the result for the match against Wataru Sakata?,SELECT Res. FROM table WHERE Opponent = wataru sakata
The match against Oleg Taktarov had what result?,SELECT Res. FROM table WHERE Opponent = oleg taktarov
What was the method when 4-2 was the record?,SELECT Method FROM table WHERE Record = 4-2
What was the score for Tie no. 6?,SELECT Score FROM table WHERE Tie no = 6
"What was the tie against the away team, Leicester City?",SELECT Tie no FROM table WHERE Away team = leicester city
Which round has a time of 3:01?,SELECT Round FROM table WHERE Time = 3:01
Where is the UFC 110 event with 3 rounds located?,SELECT Location FROM table WHERE Round = 3 AND Event = ufc 110
Which Home team score is on sunday 24 february?,SELECT Home team score FROM table WHERE Date = sunday 24 february
Which Home team has a score of 12.10 (82)?,SELECT Home team FROM table WHERE Home team score = 12.10 (82)
Which Crowd has a Home team of st kilda?,SELECT Crowd FROM table WHERE Home team = st kilda
Which Away team has a Ground of gabba?,SELECT Away team FROM table WHERE Ground = gabba
Which Crowd has a Away team of sydney?,SELECT MAX Crowd FROM table WHERE Away team = sydney
"WHAT IS THE NUMBER OF COINS OF $25-1/4 OZ WITH $50-1/2 OZ OF 13,836, AND $100-01 OZ, SMALLER THAN 14,912?","SELECT COUNT $25 – 1/4 oz. FROM table WHERE $50 – 1/2 oz. = 13,836 AND $100 – 1 oz. < 14,912"
Which OWGR pts has Dates of may 10-13?,SELECT SUM OWGR pts FROM table WHERE Dates = may 10-13
"Which OWGR pts has Dates of apr 26-29, and a Prize fund (￥) smaller than 120,000,000?","SELECT MIN OWGR pts FROM table WHERE Dates = apr 26-29 AND Prize fund ( ￥ ) < 120,000,000"
"Which OWGR pts has a Prize fund (￥) larger than 100,000,000, and Dates of oct 25-28?","SELECT OWGR pts FROM table WHERE Prize fund ( ￥ ) > 100,000,000 AND Dates = oct 25-28"
"How many OWGR pts have a Prize fund (￥) of 100,000,000, and a Tournament of tsuruya open?","SELECT COUNT OWGR pts FROM table WHERE Prize fund ( ￥ ) = 100,000,000 AND Tournament = tsuruya open"
"Which Home has an Attendance larger than 1,858?","SELECT Home FROM table WHERE Attendance > 1,858"
Which Attendance has a Score of 0:2?,SELECT MAX Attendance FROM table WHERE Score = 0:2
"Which Date has an Attendance larger than 1,858?","SELECT Date FROM table WHERE Attendance > 1,858"
Which Home has a Score of 0:2?,SELECT Home FROM table WHERE Score = 0:2
"Which Date has a Location/Attendance of verizon center 7,448?","SELECT Date FROM table WHERE Location/Attendance = verizon center 7,448"
Which Game has a Score of 101-109 (ot)?,SELECT AVG Game FROM table WHERE Score = 101-109 (ot)
"Which player made the highest number of assists during the game played at the FleetCenter, with end score of W 120-87?",SELECT High assists FROM table WHERE Location Attendance = fleetcenter AND Score = w 120-87
Which player was the high points scorer during the game with an end score of W 93-85?,SELECT High points FROM table WHERE Score = w 93-85
"For the game in which P. Pierce (31) scored the most points, what was the final score?",SELECT Score FROM table WHERE High points = p. pierce (31)
Who made the most assists in Game 2 of this season?,SELECT High assists FROM table WHERE Game = 2
What is the smallest number of goals when the goals against are more than 58 and played number is more than 30?,SELECT MIN Goals for FROM table WHERE Goals against > 58 AND Played > 30
What is the minimum position when points are 32 and wins are greater than 13?,SELECT MIN Position FROM table WHERE Points = 32 AND Wins > 13
"What is the most draws when goals against are more than 33, losses are 13 and goals for is less than 51?",SELECT MAX Draws FROM table WHERE Goals against > 33 AND Losses = 13 AND Goals for < 51
What is the position when wins are fewer than 14 and draws are fewer than 3?,SELECT AVG Position FROM table WHERE Wins < 14 AND Draws < 3
Which club has 15 losses and 14 wins?,SELECT Club FROM table WHERE Losses = 15 AND Wins = 14
What home is dated march 19?,SELECT Home FROM table WHERE Date = march 19
What home has 46 points?,SELECT Home FROM table WHERE Points = 46
What was the date of release for the episode sorted value of 6Y/AA?,SELECT Released FROM table WHERE Series Sorted = 6y/aa
What is the series sorted value for the episode released December 2009?,SELECT Series Sorted FROM table WHERE Released = december 2009
What round has Team #2 Gomel?,SELECT Round FROM table WHERE Team #2 = gomel
Who was the elevator when the Cardinal-Deacon of S. Nicola in Carcere Tulliano was the order and title?,SELECT Elevator FROM table WHERE Order and title = cardinal-deacon of s. nicola in carcere tulliano
The Cardinal-Priest of S. Prassede order and title has who as the elevator?,SELECT Elevator FROM table WHERE Order and title = cardinal-priest of s. prassede
When the elevator was Innocent IV what was the nationality?,SELECT Nationality FROM table WHERE Elevator = innocent iv
When Giovanni Gaetano Orsini was the elector who was the elevator?,SELECT Elevator FROM table WHERE Elector = giovanni gaetano orsini
When Anchero Pantaleone was the elector what is under nationality?,SELECT Nationality FROM table WHERE Elector = anchero pantaleone
"With a date of May 1262 under elevated, Guillaume de Bray as the elector, what is the order and title?",SELECT Order and title FROM table WHERE Elevated = may 1262 AND Elector = guillaume de bray
What was the result when the San Francisco 49ers were the opponents?,SELECT Result FROM table WHERE Opponent = san francisco 49ers
What was the Score of the Rabat Tournament with Opponent in the final Yannik Reuter?,SELECT Score FROM table WHERE Tournament = rabat AND Opponent in the final = yannik reuter
"What is the Opponent of the match played on a Clay Surface with a Score of 6–0, 6–2?","SELECT Opponent in the final FROM table WHERE Surface = clay AND Score = 6–0, 6–2"
What is the Date of the match with Opponent in the final of Filip Polášek?,SELECT Date FROM table WHERE Opponent in the final = filip polášek
What is the Score of the Rabat Tournament with Opponent in the final of Frederico Gil?,SELECT Score FROM table WHERE Tournament = rabat AND Opponent in the final = frederico gil
On what Date was the Result of the game W 30–15?,SELECT Date FROM table WHERE Result = w 30–15
What is the Date of Week 9?,SELECT Date FROM table WHERE Week = 9
"What is the Result of the game on September 1, 1996?","SELECT Result FROM table WHERE Date = september 1, 1996"
On what Week was the Result W 34–24?,SELECT AVG Week FROM table WHERE Result = w 34–24
"What is the Week on November 10, 1996?","SELECT Week FROM table WHERE Date = november 10, 1996"
"What is the Status of the Paris with a Census Ranking of 3,474 of 5,008?","SELECT Status FROM table WHERE Census Ranking = 3,474 of 5,008"
"What is the Area of the Parish with a Population of 2,113?","SELECT COUNT Area km 2 FROM table WHERE Population = 2,113"
What is the Population of the Parish with an Area km 2 of 236.76?,SELECT MIN Population FROM table WHERE Area km 2 = 236.76
What is the Area of the Parish with a Population of 71?,SELECT Area km 2 FROM table WHERE Population = 71
What is the elevation and height for Halfbeak?,SELECT Elevation + Height FROM table WHERE Name = halfbeak
What is the purpose of Long Shot?,SELECT Purpose FROM table WHERE Name = long shot
What is the yield in NTS Area U2R when the purpose is weapons development?,SELECT Yield FROM table WHERE Purpose = weapons development AND Location = nts area u2r
What location was listed on 1977-09-15?,SELECT Location FROM table WHERE Listed = 1977-09-15
What is the Borough for the Seward listing on 1977-11-23?,SELECT Borough FROM table WHERE Location = seward AND Listed = 1977-11-23
What location was listed on 1977-11-23?,SELECT Location FROM table WHERE Listed = 1977-11-23
What are the listings in the Valdez-cordova (census area) Borough?,SELECT Listed FROM table WHERE Borough = valdez-cordova (census area)
What is the name of the building listed on 1977-11-23?,SELECT Name FROM table WHERE Listed = 1977-11-23
What was the Maple Leafs' record on game 52?,SELECT Record FROM table WHERE Game = 52
What was Germany's lowest sales when the profit was smaller than 6.7 billion?,SELECT MIN Sales (billion $) FROM table WHERE Headquarters = germany AND Profits (billion $) < 6.7
"For which industry was the profit smaller than 14.2 billion and the assets larger than 2,467.9 billion?","SELECT Industry FROM table WHERE Profits (billion $) < 14.2 AND Assets (billion $) > 2,467.9"
"For which industry is the assets smaller than 1,258.1 and the profit smaller than 11.6?","SELECT Industry FROM table WHERE Assets (billion $) < 1,258.1 AND Profits (billion $) < 11.6"
What is the average rank for USA when the market value is 407.2 billion?,SELECT AVG Rank FROM table WHERE Headquarters = usa AND Market Value (billion $) > 407.2
What was date was the attendance larger than 875 against Platense?,SELECT Date FROM table WHERE Attendance > 875 AND Home = platense
Who was the home team with 3305 in attendance?,SELECT Home FROM table WHERE Attendance = 3305
What was the highest attendance for the Hispano team?,SELECT MAX Attendance FROM table WHERE Home = hispano
What country has the player Tiger Woods?,SELECT Country FROM table WHERE Player = tiger woods
What is the Money ($) player Loren Roberts has made?,SELECT MAX Money ( $ ) FROM table WHERE Player = loren roberts
"What is the Pinnacle height for Metcalf, Georgia?","SELECT Pinnacle height FROM table WHERE Town = metcalf, georgia"
Who placed t7 with a score of 70-71=141?,SELECT Player FROM table WHERE Place = t7 AND Score = 70-71=141
What country scored 71-69=140?,SELECT Country FROM table WHERE Score = 71-69=140
"What nation had more than 3 bronze, 0 gold, and a total of 9?",SELECT Nation FROM table WHERE Bronze > 3 AND Gold = 0 AND Total = 9
What's the earliest year the new york giants lost at new meadowlands stadium?,SELECT MIN Year FROM table WHERE Loser = new york giants AND Location = new meadowlands stadium
How many years did the new york giants lose at metlife stadium?,SELECT COUNT Year FROM table WHERE Location = metlife stadium AND Loser = new york giants
How many years did the new york giants win with a result of 15-7 at lincoln financial field?,SELECT COUNT Year FROM table WHERE Location = lincoln financial field AND Winner = new york giants AND Result = 15-7
Who lost when the philadelphia eagles won at lincoln financial field on september 30?,SELECT Loser FROM table WHERE Location = lincoln financial field AND Winner = philadelphia eagles AND Date = september 30
What date did the new york giants win after 2011?,SELECT Date FROM table WHERE Winner = new york giants AND Year > 2011
"What is Official Name, when Census Ranking is 769 of 5,008?","SELECT Official Name FROM table WHERE Census Ranking = 769 of 5,008"
"What is Status, when Area km 2 is greater than 303.73?",SELECT Status FROM table WHERE Area km 2 > 303.73
"What is Area km 2, when Population is greater than 1,395?","SELECT MIN Area km 2 FROM table WHERE Population > 1,395"
What is the Place of the Player from Zimbabwe?,SELECT Place FROM table WHERE Country = zimbabwe
What is the Place of the Player with a Score of 73-68-71=212?,SELECT Place FROM table WHERE Score = 73-68-71=212
What is the Place of the Player with a +3 To par?,SELECT Place FROM table WHERE To par = +3
What is the Score of Stewart Cink with a To par of +4?,SELECT Score FROM table WHERE To par = +4 AND Player = stewart cink
What T10 Place Player has a Score of 74-73-68=215?,SELECT Player FROM table WHERE Place = t10 AND Score = 74-73-68=215
"What is the maximum pick when WR was the position and Michigan the college, and the overall greater than 255?",SELECT MAX Pick FROM table WHERE Position = wr AND College = michigan AND Overall > 255
"What is the total round when DB was the position, and the pick less than 21, and Jeff Welch as the name?",SELECT SUM Round FROM table WHERE Position = db AND Name = jeff welch AND Pick < 21
"What is Player, when Year(s) Won is 1978 , 1985?","SELECT Player FROM table WHERE Year(s) won = 1978 , 1985"
"WHAT IS THE AVERAGE PICK FOR PURDUE, WITH A ROUND SMALLER THAN 5?",SELECT AVG Pick FROM table WHERE College = purdue AND Round < 5
"WHAT IS THE HIGHEST PICK WITH A TE POSITION, AND ROUND SMALLER THAN 2?",SELECT MAX Pick FROM table WHERE Position = te AND Round < 2
"WHAT IS THE AVERAGE OVERALL, FOR MARK FISCHER?",SELECT AVG Overall FROM table WHERE Name = mark fischer
"WHAT IS THE SUM OF PICK FOR DAVID TERRELL, WITH A ROUND SMALLER THAN 7?",SELECT SUM Pick FROM table WHERE Name = david terrell AND Round < 7
"WHAT IS THE POSITION WITH A ROUND LARGER THAN 6, AND OVERALL OF 191?",SELECT Position FROM table WHERE Round > 6 AND Overall = 191
Who is the player with a score of 68-71=139?,SELECT Player FROM table WHERE Score = 68-71=139
"What is the to par of player jerry pate, who has a 70-69=139 score?",SELECT To par FROM table WHERE Score = 70-69=139 AND Player = jerry pate
What is the to par of the player with a t9 place and a score of 72-67=139?,SELECT To par FROM table WHERE Place = t9 AND Score = 72-67=139
What is the place of the player witha 69-69=138 score?,SELECT Place FROM table WHERE Score = 69-69=138
What team played the Jazz at game 68?,SELECT Team FROM table WHERE Game = 68
What date did mehmet okur (24) have the most points?,SELECT Date FROM table WHERE High points = mehmet okur (24)
"What week had attendance of 64,146?","SELECT MIN Week FROM table WHERE Attendance = 64,146"
What is the attendance of week 12?,SELECT MIN Attendance FROM table WHERE Week = 12
"What is the attendance from November 3, 1974?","SELECT Attendance FROM table WHERE Date = november 3, 1974"
What is the attendance of week 8?,SELECT COUNT Attendance FROM table WHERE Week = 8
"What is the date of the game on week 9 with attendance greater than 41,863?","SELECT Date FROM table WHERE Attendance > 41,863 AND Week = 9"
Who was the loser against the New York Giants in 2001?,SELECT Loser FROM table WHERE Year = 2001 AND Winner = new york giants
What was the location with the 24-21 result?,SELECT Location FROM table WHERE Result = 24-21
Who was the winner with the 24-21 result?,SELECT Winner FROM table WHERE Result = 24-21
"What is the average To Par, when Place is ""T3"", and when Player is ""Ben Hogan""?",SELECT AVG To par FROM table WHERE Place = t3 AND Player = ben hogan
"What is the average To Par, when Player is ""Julius Boros""?",SELECT AVG To par FROM table WHERE Player = julius boros
"What is the highest To Par, when Score is ""72-73=145""?",SELECT MAX To par FROM table WHERE Score = 72-73=145
"What is Score, when Place is ""T1""?",SELECT Score FROM table WHERE Place = t1
"What is Place, when To Par is ""5"", and when Score is ""72-73=145""?",SELECT Place FROM table WHERE To par = 5 AND Score = 72-73=145
What is the highest pick # after round 11?,SELECT MAX Pick # FROM table WHERE Round > 11
Which college has a pick # 84 in round 3?,SELECT College FROM table WHERE Round = 3 AND Pick # = 84
What was the pick # for round 11?,SELECT Pick # FROM table WHERE Round = 11
"Which Pick has a Round larger than 8, a Name of kenny fells, and an Overall larger than 297?",SELECT SUM Pick FROM table WHERE Round > 8 AND Name = kenny fells AND Overall > 297
"Which Position has a Round larger than 7, and a Name of wayne asberry?",SELECT Position FROM table WHERE Round > 7 AND Name = wayne asberry
Which Overall has a Name of markus koch?,SELECT SUM Overall FROM table WHERE Name = markus koch
"Which Position has a Round smaller than 8, a Pick of 20, and an Overall smaller than 186?",SELECT Position FROM table WHERE Round < 8 AND Pick = 20 AND Overall < 186
What is the score when Fulham is the away team?,SELECT Score FROM table WHERE Away team = fulham
Which away team has a tie number of 14?,SELECT Away team FROM table WHERE Tie no = 14
What is the tie number in the game on 5 January 1986 where Exeter City is the away team?,SELECT Tie no FROM table WHERE Date = 5 january 1986 AND Away team = exeter city
"What is the total average for McCain% of 55.0% and Obama# higher than 3,487?","SELECT AVG Total FROM table WHERE McCain% = 55.0% AND Obama# > 3,487"
what is 2010 when 2009 is w and 2007 is qf?,SELECT 2010 FROM table WHERE 2009 = w AND 2007 = qf
what is 2000 when 2012 is 4r?,SELECT 2000 FROM table WHERE 2012 = 4r
what is 2000 when 2012 is w and 2011 is 4r?,SELECT 2000 FROM table WHERE 2012 = w AND 2011 = 4r
what is 2010 when 2006 is 3r?,SELECT 2010 FROM table WHERE 2006 = 3r
what is 2013 when 2001 is qf and 2011 is 4r?,SELECT 2013 FROM table WHERE 2001 = qf AND 2011 = 4r
What is the average round for the record of 1-1?,SELECT AVG Round FROM table WHERE Record = 1-1
What method had a record 12-2-3?,SELECT Method FROM table WHERE Record = 12-2-3
What Hanyu Pinyin is in the Jinning Township?,SELECT Hanyu Pinyin FROM table WHERE Name = jinning township
How many times did Sham Kwok Fai score in the game that was played on 22 February 2006?,SELECT SUM Scored FROM table WHERE Date = 22 february 2006
The home team york city has what score?,SELECT Score FROM table WHERE Home team = york city
"What is the total number of Week(s), when Attendance is 61,603?","SELECT COUNT Week FROM table WHERE Attendance = 61,603"
"What is Opponent, when Attendance is 62,170?","SELECT Opponent FROM table WHERE Attendance = 62,170"
HOW MANY POINTS DOES ALEX SPERAFICO HAVE WITH A GRID LARGER THAN 17?,SELECT MIN Points FROM table WHERE Driver = alex sperafico AND Grid > 17
"WHAT ARE THE LAPS WITH POINTS LARGER THAN 5, WITH FORSYTHE RACING, AND GRID 5?",SELECT MIN Laps FROM table WHERE Points > 5 AND Team = forsythe racing AND Grid = 5
WHAT IS THE SCORE WHEN THE COMPETITION WAS 1978 world cup qualification?,SELECT Score FROM table WHERE Competition = 1978 world cup qualification
What is the average pick number for jerry hackenbruck who was overall pick less than 282?,SELECT AVG Pick FROM table WHERE Name = jerry hackenbruck AND Overall < 282
What is the lowest draft pick number for mark doak who had an overall pick smaller than 147?,SELECT MIN Pick FROM table WHERE Name = mark doak AND Overall < 147
What position did the player have who was from the college of california?,SELECT Position FROM table WHERE College = california
What college did jerry hackenbruck come from who had an overall pick less than 344?,SELECT College FROM table WHERE Overall < 344 AND Name = jerry hackenbruck
What team was the opponent on 03/18/08?,SELECT Opponent FROM table WHERE Date = 03/18/08
What is the site where the game was held in the city of Delaware?,SELECT Site FROM table WHERE City = delaware
What city was the game held in when the opponent was Towson?,SELECT City FROM table WHERE Opponent = towson
"What team was opponen in baltimore, at 2:00pm, on 4/06/08?",SELECT Opponent FROM table WHERE City = baltimore AND Time = 2:00pm AND Date = 4/06/08
What date was the game held at UMBC Field?,SELECT Date FROM table WHERE Site = umbc field
What date was the game held in Towson?,SELECT Date FROM table WHERE City = towson
Which season premiered on 29 October 1990 and had more than 6 episodes?,SELECT MAX Series FROM table WHERE Premiere = 29 october 1990 AND Episodes > 6
WHAT DATE HAD A SCORE OF 71-64?,SELECT Date FROM table WHERE Score = 71-64
WHAT SCORE WAS ON SEPTEMBER 21?,SELECT Score FROM table WHERE Date = september 21
WHAT SCORE HAD A RECORD OF 1-1?,SELECT Score FROM table WHERE Record = 1-1
WHAT OPPONENT HAD A DATE OF SEPTEMBER 28?,SELECT Opponent FROM table WHERE Date = september 28
WHAT SCORE HAD A LOSS AND RECORD OF 1-1?,SELECT Score FROM table WHERE Result = loss AND Record = 1-1
"Who is the alternate for Andy Brown, and Nick Grady?",SELECT Alternate (2) FROM table WHERE Coach = andy brown AND Captain = nick grady
Which captain has Gintare Karpaviciute as an alternate?,SELECT Captain FROM table WHERE Alternate (1) = gintare karpaviciute
Which coach works with Robert Harvey?,SELECT Coach FROM table WHERE Captain = robert harvey
Which Nickname has Founded of 1954?,SELECT Nickname FROM table WHERE Founded = 1954
Which team played in the Boston Garden when the final score was L 118-130?,SELECT Team FROM table WHERE Location Attendance = boston garden AND Score = l 118-130
What team played at the Boston Garden when the series was 1-0?,SELECT Team FROM table WHERE Location Attendance = boston garden AND Series = 1-0
Which driver had a grid of 2?,SELECT Driver FROM table WHERE Grid = 2
What is the smallest grid value that had 16 points and a team of Mi-Jack Conquest Racing?,SELECT MIN Grid FROM table WHERE Team = mi-jack conquest racing AND Points = 16
What is the number of points associated with 165 laps?,SELECT Points FROM table WHERE Laps = 165
What is the total number of laps associated with 8 points and a grid under 8?,SELECT COUNT Laps FROM table WHERE Points = 8 AND Grid < 8
"What is the highest amount of employees with 110,520.2 in revenue, and a more than 2,237.7 profit?","SELECT MAX Employees FROM table WHERE Revenue (Millions.$) < 110,520.2 AND Profit (Millions.$) > 2,237.7"
What is the % for Munger when McCrory has 40% and the lead margin is greater than 3?,SELECT Libertarian: Michael Munger FROM table WHERE Republican: Pat McCrory = 40% AND Lead Margin > 3
What is the percentage of Perdue when McCrory has 37% and Munger has 6%?,SELECT Democrat: Beverly Perdue FROM table WHERE Republican: Pat McCrory = 37% AND Libertarian: Michael Munger = 6%
What is the lead margin for McCrory when he has 49%?,SELECT Lead Margin FROM table WHERE Republican: Pat McCrory = 49%
"What is the lowest height in feet for the building located in platz der einheit 1, gallus, that was built after 1961 with a height less than 130 meters?","SELECT MIN Height (ft) FROM table WHERE Year built > 1961 AND Location = platz der einheit 1, gallus AND Height (m) < 130"
What is the sum of the heights in meters for the commerzbank tower built after 1984?,SELECT SUM Height (m) FROM table WHERE Year built > 1984 AND Name = commerzbank tower
"What is the earliest year that the building in sonnemannstraße/rückertstraße, ostend was built with a height larger than 185 meters?","SELECT MIN Year built FROM table WHERE Location = sonnemannstraße/rückertstraße, ostend AND Height (m) > 185"
"What is the lowest height in meters for the building located in mailänder straße 1, sachsenhausen-süd, with a height shorter than 328.1 ft?","SELECT MIN Height (m) FROM table WHERE Location = mailänder straße 1, sachsenhausen-süd AND Height (ft) < 328.1"
What is the average population vlue for an area smaller than 26.69 square km and has an official name of Rogersville?,SELECT AVG Population FROM table WHERE Area km 2 < 26.69 AND Official Name = rogersville
What's the name of the album from 2012 with a Hammer Music / Nail Records label?,SELECT Album FROM table WHERE Label = hammer music / nail records AND Year = 2012
What year had the Hungarian top 40 album charts of 3?,SELECT Year FROM table WHERE Hungarian top 40 album charts = 3
What type of release was Napisten Hava?,SELECT Release type FROM table WHERE Album = napisten hava
What was the name of the album that was a demo release?,SELECT Album FROM table WHERE Release type = demo
What is the serials issued in 1982 with a format of ABC-123?,SELECT Serials issued FROM table WHERE Serial format = abc-123 AND Issued = 1982
Which design has a serial format of AB-12-34?,SELECT Design FROM table WHERE Serial format = ab-12-34
Which serials were issued with a design of black on yellow?,SELECT Serials issued FROM table WHERE Design = black on yellow
WHo was the outgoing manager for the team of fc carl zeiss jena?,SELECT Outgoing manager FROM table WHERE Team = fc carl zeiss jena
What team did the manager come from who departed due to an end of tenure as caretaker?,SELECT Team FROM table WHERE Manner of departure = end of tenure as caretaker
"What was the date of appointment for the replaced manager, reiner geyer?",SELECT Date of appointment FROM table WHERE Replaced by = reiner geyer
"What was the date of vacancy after the outgoing manager, ralf santelli departed?",SELECT Date of vacancy FROM table WHERE Outgoing manager = ralf santelli
Who was the outgoing manager who departed due to fc energie cottbus purchased rights?,SELECT Outgoing manager FROM table WHERE Manner of departure = fc energie cottbus purchased rights
How many times is the position lb and the overall is less than 46?,SELECT COUNT Pick FROM table WHERE Position = lb AND Overall < 46
what is the college when the overall is more than 76 for brian mitchell?,SELECT College FROM table WHERE Overall > 76 AND Name = brian mitchell
what is the pick when the overall is less than 297 and the college is alabama?,SELECT Pick FROM table WHERE Overall < 297 AND College = alabama
what is the highest round when the college is penn state?,SELECT MAX Round FROM table WHERE College = penn state
"What is the 1989 number when the 200 number is less than 52.8 in Arizona, New Mexico, and Utah","SELECT SUM 1989 FROM table WHERE 2000 < 52.8 AND Location = arizona, new mexico, and utah"
"What shows for 2000 at the Fort Peck Indian Reservation, Montana, when the 1979 is less than 26.8?",SELECT AVG 2000 FROM table WHERE Location = montana AND Reservation = fort peck indian reservation AND 1979 < 26.8
"What is the 2000 number when the 1969 is 54.3, and the 1979 is less than 48.4?",SELECT SUM 2000 FROM table WHERE 1969 = 54.3 AND 1979 < 48.4
"What is the 2000 number when the 1989 is less than 54.9 in Arizona, New Mexico, and Utah?","SELECT SUM 2000 FROM table WHERE 1989 < 54.9 AND Location = arizona, new mexico, and utah"
What is the 1979 number for Standing Rock Indian Reservation when the 1989 is less than 54.9?,SELECT SUM 1979 FROM table WHERE Reservation = standing rock indian reservation AND 1989 < 54.9
What Kerry's percentage where 66 people voted for another candidate?,SELECT Kerry% FROM table WHERE Others# = 66
