question,sql
Album # of 5th is what chinese title?,SELECT Chinese title FROM table WHERE Album# = 5th
Album # of 1st was released on what date?,SELECT Released FROM table WHERE Album# = 1st
Album # of 3rd is what chinese title?,SELECT Chinese title FROM table WHERE Album# = 3rd
English title of oxygenie of happiness has what release date?,SELECT Released FROM table WHERE English title = oxygenie of happiness
Which Score has a Home of quebec nordiques on april 16?,SELECT Score FROM table WHERE Home = quebec nordiques AND Date = april 16
WHich Record has a Visitor of quebec nordiques with a Score of 7–5?,SELECT Record FROM table WHERE Visitor = quebec nordiques AND Score = 7–5
Who is the Visitor on april 8?,SELECT Visitor FROM table WHERE Date = april 8
When has Score of 4–5 and quebec nordiques as Visitor?,SELECT Date FROM table WHERE Score = 4–5 AND Visitor = quebec nordiques
WHo is the Visitor on april 14?,SELECT Visitor FROM table WHERE Date = april 14
Which Record has a Visitor of quebec nordiques with a Score of 4–5?,SELECT Record FROM table WHERE Visitor = quebec nordiques AND Score = 4–5
"What's the highest December against the Pittsburgh Penguins in a game larger than 27, with less than 41 points?",SELECT MAX December FROM table WHERE Game > 27 AND Opponent = pittsburgh penguins AND Points < 41
What's the score for December of 30?,SELECT Score FROM table WHERE December = 30
What is the average number of games associated with 6 points and under 2 losses?,SELECT AVG Games FROM table WHERE Points = 6 AND Lost < 2
What is the low point total when there are over 5 games?,SELECT MIN Points FROM table WHERE Games > 5
What was the share of votes when there were more than 56 electors and the year was more recent than 1950?,SELECT Share of votes FROM table WHERE Electors > 56 AND Year > 1950
"What is the total of electors when the share of votes was 11,0%?","SELECT SUM Electors FROM table WHERE Share of votes = 11,0%"
Which Lost has Games larger than 7?,SELECT AVG Lost FROM table WHERE Games > 7
"Which Points have a Lost smaller than 1, and Games larger than 7?",SELECT MAX Points FROM table WHERE Lost < 1 AND Games > 7
Which Lost has Points larger than 13?,SELECT AVG Lost FROM table WHERE Points > 13
Which Points have a Drawn larger than 1?,SELECT AVG Points FROM table WHERE Drawn > 1
Which Diameter has a Year of Issue of 1977?,SELECT Diameter FROM table WHERE Year of Issue = 1977
Which Year of Issue has a Thickness of 1.42mm?,SELECT MAX Year of Issue FROM table WHERE Thickness = 1.42mm
Which Diameter has a Thickness of 1.3mm?,SELECT Diameter FROM table WHERE Thickness = 1.3mm
Which party's candidate is Grech Louis Grech?,SELECT Party FROM table WHERE Candidate = grech louis grech
"Which eu party has a 29th count of 40,529?","SELECT EU Party FROM table WHERE 29th count = 40,529"
"Which candidate's party is pl when the 29th count is 39,250?","SELECT Candidate FROM table WHERE Party = pl AND 29th count = 39,250"
"What is the sport played in Iowa City on February 14, 2009?","SELECT Sport FROM table WHERE Site = iowa city AND Date = february 14, 2009"
"What is the series of the winning team in Iowa, for softball?",SELECT Series FROM table WHERE Winning team = iowa AND Sport = softball
What is the score of the match that was against alberto berasategui?,SELECT Score in the final FROM table WHERE Opponent in the final = alberto berasategui
How many rebounds does Ann Wauters have?,SELECT COUNT Rebounds FROM table WHERE Name = ann wauters
Who played 10 games?,SELECT Name FROM table WHERE Games = 10
What is the total number of rebounds values for Ann Wauters?,SELECT COUNT Rebounds FROM table WHERE Name = ann wauters
"Who did the Colts play against on September 25, 1966?","SELECT Opponent FROM table WHERE Date = september 25, 1966"
"What is the date of the game with 40,005 in attendance?","SELECT Date FROM table WHERE Attendance = 40,005"
What is the lowest week number for the game that was at milwaukee county stadium?,SELECT MIN Week FROM table WHERE Game Site = milwaukee county stadium
"After week 11, what was the Result on December 13, 1964?","SELECT Result FROM table WHERE Week > 11 AND Date = december 13, 1964"
"After week 8, what was the Attendance on November 1, 1964?","SELECT AVG Attendance FROM table WHERE Date = november 1, 1964 AND Week > 8"
What is the alternate of the nation with Piotras Gerasimovici as the second?,SELECT Alternate FROM table WHERE Second = piotras gerasimovici
What is the alternate of the nation with hubert gründhammer as the second?,SELECT Alternate FROM table WHERE Second = hubert gründhammer
What is the alternate of the nation with Erkki Lill as the skip?,SELECT Alternate FROM table WHERE Skip = erkki lill
Who is the skip of the nation with Laurens van der Windt as the alternate?,SELECT Skip FROM table WHERE Alternate = laurens van der windt
Who is the lead of the nation with Juha Pekaristo as the alternate?,SELECT Lead FROM table WHERE Alternate = juha pekaristo
What is the highest round in which a player was picked for the Center position?,SELECT MAX Round FROM table WHERE Position = center
What is John Flatters' nationality?,SELECT Nationality FROM table WHERE Player = john flatters
What is Jeremy Duchesne's position?,SELECT Position FROM table WHERE Player = jeremy duchesne
"When was the attendance 1,034?","SELECT MIN Date FROM table WHERE Attendance = 1,034"
what was the opponent on 26 october 1889?,SELECT Opponents FROM table WHERE Date = 26 october 1889
"1950 larger than 80, and a 1960 of 196, and a 1990 larger than 131 what is the lowest 1996[2]?",SELECT MIN 1996[2] FROM table WHERE 1950 > 80 AND 1960 = 196 AND 1990 > 131
"1960 larger than 196, and a 1996[2] smaller than 726, and a 1980 larger than 125, and a 1990 larger than 848, what is the highest 1950?",SELECT MAX 1950 FROM table WHERE 1960 > 196 AND 1996[2] < 726 AND 1980 > 125 AND 1990 > 848
"1980 smaller than 719, and a 1960 smaller than 205, and a 1996[2] smaller than 364, and a 1970 larger than 251 is what 1990 highest?",SELECT MAX 1990 FROM table WHERE 1980 < 719 AND 1960 < 205 AND 1996[2] < 364 AND 1970 > 251
"1996[2] larger than 68, and a 1990 smaller than 352, and a 1970 larger than 105, and a 1950 of 119 is the sum of what 1980?",SELECT SUM 1980 FROM table WHERE 1996[2] > 68 AND 1990 < 352 AND 1970 > 105 AND 1950 = 119
"1996[2] of 127, and a 1990 smaller than 120 is the sum of 1990?",SELECT SUM 1980 FROM table WHERE 1996[2] = 127 AND 1990 < 120
Who was the opponent at the game with a result of w 14–6?,SELECT Opponent FROM table WHERE Result = w 14–6
What was the result of the game with a record of 2–3–2 before week 8?,SELECT Result FROM table WHERE Week < 8 AND Record = 2–3–2
"What was the earliest week with a game at the Braves Field on October 2, 1932?","SELECT MIN Week FROM table WHERE Game site = braves field AND Date = october 2, 1932"
"What was the record at the game on November 13, 1932?","SELECT Record FROM table WHERE Date = november 13, 1932"
What role is Kevin Bishop the actor?,SELECT Role FROM table WHERE Actor = kevin bishop
What is the duration for mike walling as the actor?,SELECT Duration FROM table WHERE Actor = mike walling
"What is the duration that has 3 for appearances, and james garret as the character?",SELECT Duration FROM table WHERE Appearances = 3 AND Character = james garret
What is the duration for nickolas grace as the actor?,SELECT Duration FROM table WHERE Actor = nickolas grace
"Time ( ET ) of 1:00pm, and a Result of w 34–14 has what record?",SELECT Record FROM table WHERE Time ( ET ) = 1:00pm AND Result = w 34–14
Date of sun. oct. 1 has what location?,SELECT Location FROM table WHERE Date = sun. oct. 1
Record of 3–3 has what result?,SELECT Result FROM table WHERE Record = 3–3
Date of sun. oct. 29 has what time (et)?,SELECT Time ( ET ) FROM table WHERE Date = sun. oct. 29
How many games have more than 10 points and more than 2 draws?,SELECT COUNT Games FROM table WHERE Points = 10 AND Drawn > 2
What is the sum of losses that have points of 11 and more than 1 draw?,SELECT SUM Lost FROM table WHERE Points = 11 AND Drawn > 1
What is the greatest points value that have draws under 2 and 2 losses?,SELECT MAX Points FROM table WHERE Drawn < 2 AND Lost = 2
How many losses have draw values under 1?,SELECT COUNT Lost FROM table WHERE Drawn < 1
What's the lowest February for less than 57 points?,SELECT MIN February FROM table WHERE Points < 57
What's the February for the game against the Montreal Canadiens?,SELECT SUM February FROM table WHERE Opponent = montreal canadiens
What's the record for Game 58?,SELECT Record FROM table WHERE Game = 58
Which Winner has a Season of 2005–06?,SELECT Winner FROM table WHERE Season = 2005–06
Which Runner-up played in the Season of 2000–01?,SELECT Runner-up FROM table WHERE Season = 2000–01
What was the venue during the Season of 2010–11?,SELECT Venue FROM table WHERE Season = 2010–11
"Which Winner has a Runner-up of larne, and a Season of 2003–04?",SELECT Winner FROM table WHERE Runner-up = larne AND Season = 2003–04
"Which Winner has a Score of 1 – 0, and a Season of 2011–12?",SELECT Winner FROM table WHERE Score = 1 – 0 AND Season = 2011–12
What position does Martin Rucker play?,SELECT Position FROM table WHERE Name = martin rucker
What was the lowest round for Paul Hubbard?,SELECT MIN Round FROM table WHERE Name = paul hubbard
What was the lowest round for a tight end position?,SELECT MIN Round FROM table WHERE Position = tight end
What years did the person coach who had more than 31 ties?,SELECT Years FROM table WHERE Ties > 31
What is the average number of wins for the person who coached from 1951 to 1956 and had less than 174 losses and less than 6 ties?,SELECT AVG Wins FROM table WHERE Losses < 174 AND Years = 1951 to 1956 AND Ties < 6
Who was the coach who had 215 losses?,SELECT Coach FROM table WHERE Losses = 215
"What years did the person coach who had more than 1 tie, mess than 311 wins and 174 losses?",SELECT Years FROM table WHERE Ties > 1 AND Wins < 311 AND Losses = 174
What years did the person coach who had less than 82 wins and more than 24 losses?,SELECT Years FROM table WHERE Wins < 82 AND Losses > 24
"Which Points have a Game larger than 25, and an Opponent of dallas stars?",SELECT AVG Points FROM table WHERE Game > 25 AND Opponent = dallas stars
"Which Record has a December smaller than 28, and Points smaller than 38, and a Game smaller than 26, and a Score of 0–1 ot?",SELECT Record FROM table WHERE December < 28 AND Points < 38 AND Game < 26 AND Score = 0–1 ot
Which Opponent has a Game of 31?,SELECT Opponent FROM table WHERE Game = 31
"Which Record has Points smaller than 40, and a Game larger than 25, and a Score of 2–0?",SELECT Record FROM table WHERE Points < 40 AND Game > 25 AND Score = 2–0
Episode of 9 in which performer 3 had?,SELECT Performer 3 FROM table WHERE Episode = 9
Date of 8 july 1994 involves which performer 1?,SELECT Performer 1 FROM table WHERE Date = 8 july 1994
Date of 15 july 1994 involves which performer 3?,SELECT Performer 3 FROM table WHERE Date = 15 july 1994
Performer 2 of chip esten has what performer 3?,SELECT Performer 3 FROM table WHERE Performer 2 = chip esten
Which Name has a Pennant number of f82?,SELECT Name FROM table WHERE Pennant number = f82
What is the Launched which is on 3 may 2001?,SELECT Launched FROM table WHERE Date of commission = 3 may 2001
What is the Homeport that has a Laid down on 14 december 1985?,SELECT Homeport (as of July 2013) FROM table WHERE Laid down = 14 december 1985
"What kind of Launched has a Homeport (as of July 2013) of sold to chile, and a Pennant number of f80?",SELECT Launched FROM table WHERE Homeport (as of July 2013) = sold to chile AND Pennant number = f80
Which player had more than 25 events?,SELECT Player FROM table WHERE Events > 25
"What amount of prize money was there when the rank was less than 7, there were more than 6 events, and the country was Fiji?",SELECT Prize money ( $ ) FROM table WHERE Rank < 7 AND Events > 6 AND Country = fiji
What is the least amount of prize money when there are 21 events?,SELECT MIN Prize money ( $ ) FROM table WHERE Events = 21
Which series episode has a netflix figure of s04e21?,SELECT Series Ep. FROM table WHERE Netflix = s04e21
Which segment a's netflix figure is s04e24?,SELECT Segment A FROM table WHERE Netflix = s04e24
How many episodes have a segment d that is goalie masks (part 2)?,SELECT COUNT Episode FROM table WHERE Segment D = goalie masks (part 2)
Which episode's segment b is s hacksaw?,SELECT Episode FROM table WHERE Segment B = s hacksaw
When was Lachlan Dale born?,SELECT D.O.B. FROM table WHERE Surname = dale AND First = lachlan
Which batter played P and was born 18 April 1984?,SELECT Bats FROM table WHERE Position = p AND D.O.B. = 18 april 1984
"Which Surname has Bats of r, and a Position of p, and a DOB of 20 may 1989?",SELECT Surname FROM table WHERE Bats = r AND Position = p AND D.O.B. = 20 may 1989
"Which Position has Throws of r, and a DOB of 12 february 1983?",SELECT Position FROM table WHERE Throws = r AND D.O.B. = 12 february 1983
How many throws did Needle have?,SELECT Throws FROM table WHERE Surname = needle
"Which DOB has Bats of s, and a Position of inf?",SELECT D.O.B. FROM table WHERE Bats = s AND Position = inf
What is the Lap Length of the race with a Grand Prix Fia Category?,SELECT Lap length FROM table WHERE Category = grand prix fia
"What is the Race on July 30, 1950 with a Formula 2 Fia, non-championship?","SELECT Race FROM table WHERE Category = formula 2 fia, non-championship AND Date = july 30, 1950"
What was his record when the match went for 3:05?,SELECT Record FROM table WHERE Time = 3:05
How many rounds did the match go for the Bellator 72 event?,SELECT SUM Round FROM table WHERE Event = bellator 72
What is the rating that has live viewers over 3.06 and DVR viewers of 5.36?,SELECT Rating FROM table WHERE Viewers [Live] (m) > 3.06 AND Viewers [DVR+7] (m) = 5.36
What is the sum of the live viewers for episodes with share over 5?,SELECT SUM Viewers [Live] (m) FROM table WHERE Share > 5
What is the sum of the ratings for episodes with live viewers of 2.96?,SELECT SUM Rating FROM table WHERE Viewers [Live] (m) = 2.96
"Which Callsign includes a frequency under 1210, Newsradio 740 KTRH, and webcasts with listen live?",SELECT Callsign FROM table WHERE Webcast = listen live AND Frequency < 1210 AND Brand = newsradio 740 ktrh
"Which website includes a webcast of listen live, a frequency under 1050, and is licensed in the city of Monterrey?",SELECT Website FROM table WHERE City of License = monterrey AND Webcast = listen live AND Frequency < 1050
The KTRH.com website includes which type of webcast?,SELECT Webcast FROM table WHERE Website = ktrh.com
"Which website includes a webcast of listen live, a frequency under 680, and was licensed in the city of San Antonio.",SELECT Website FROM table WHERE City of License = san antonio AND Webcast = listen live AND Frequency = 680
"Which long range AM station has the lowest frequency and includes a webcast of listen live, was licensed in the city of Monterrey, and uses the Callsign of xet?",SELECT MIN Frequency FROM table WHERE Webcast = listen live AND City of License = monterrey AND Callsign = xet
Which Games is the highest one that has a Drawn smaller than 0?,SELECT MAX Games FROM table WHERE Drawn < 0
What is the score for game 6?,SELECT Score FROM table WHERE Game = 6
"Which Position in 2000 has a Capacity larger than 10,080, and a Venue of central, rechytsa?","SELECT Position in 2000 FROM table WHERE Capacity > 10,080 AND Venue = central, rechytsa"
Which Capacity has a Location of mogilev?,SELECT SUM Capacity FROM table WHERE Location = mogilev
What was the District of California 2 result?,SELECT Result FROM table WHERE District = california 2
What was the district Incumbent Julius Kahn was in that was smaller than 1906?,SELECT District FROM table WHERE First elected < 1906 AND Incumbent = julius kahn
What was the lowest re-elected result for Sylvester C. Smith?,SELECT MIN First elected FROM table WHERE Result = re-elected AND Incumbent = sylvester c. smith
What was the result for Julius Kahn's first election of 1898?,SELECT Result FROM table WHERE First elected = 1898 AND Incumbent = julius kahn
Which party had a result of retired democratic hold and a first elected earlier than 1884 with an incumbent of samuel dibble?,SELECT Party FROM table WHERE Result = retired democratic hold AND First elected < 1884 AND Incumbent = samuel dibble
Which district had a first elected in 1882 with a result of re-elected?,SELECT District FROM table WHERE First elected = 1882 AND Result = re-elected
"Which Average is the lowest one that has a Total smaller than 134, and a Number of dances smaller than 3, and a Rank by average smaller than 12?",SELECT MIN Average FROM table WHERE Total < 134 AND Number of dances < 3 AND Rank by average < 12
"Which Couple has a Rank by average larger than 3, and an Average larger than 16.5, and a Total smaller than 195, and a Number of dances larger than 3?",SELECT Couple FROM table WHERE Rank by average > 3 AND Average > 16.5 AND Total < 195 AND Number of dances > 3
"Which Rank by average is the lowest one that has a Total of 425, and a Place larger than 1?",SELECT MIN Rank by average FROM table WHERE Total = 425 AND Place > 1
What nation are carolina hermann / daniel hermann from?,SELECT Nation FROM table WHERE Name = carolina hermann / daniel hermann
What is the rank associated with 141.48 points?,SELECT Rank FROM table WHERE Points = 141.48
What competitors are scored 124.51 points?,SELECT Name FROM table WHERE Points = 124.51
At what percent was Pat Robertson when George H.W. Bush had 76%?,SELECT Pat Robertson FROM table WHERE George H.W. Bush = 76%
"When George H.W. Bush had 81%, and Pat Robertson had 9%, what did Bob Dole have?",SELECT Bob Dole FROM table WHERE George H.W. Bush = 81% AND Pat Robertson = 9%
"When Pat Robertson was at 16%, what did Pete du Pont have?",SELECT Pete du Pont FROM table WHERE Pat Robertson = 16%
"When Bob Dole had 26%, and George H.W. Bush had 47%, what did Pat Robertson have?",SELECT Pat Robertson FROM table WHERE Bob Dole = 26% AND George H.W. Bush = 47%
"When Bob Dole had 26%, and Pete du Pont had 0%, what did Pat Robertson have?",SELECT Pat Robertson FROM table WHERE Bob Dole = 26% AND Pete du Pont = 0%
"When Pat Robertson had 19%, and Bob Dole had 26%, what did George H.W. Bush have?",SELECT George H.W. Bush FROM table WHERE Pat Robertson = 19% AND Bob Dole = 26%
"Attendance larger than 45,710, and a Venue of metropolitan stadium had what highest week?","SELECT MAX Week FROM table WHERE Attendance > 45,710 AND Venue = metropolitan stadium"
"Date of october 10, 1965 had what lowest attendance?","SELECT MIN Attendance FROM table WHERE Date = october 10, 1965"
Opponent of chicago bears involved what date?,SELECT Date FROM table WHERE Opponent = chicago bears
Performer 2 of compilation 2 is what performer 1?,SELECT Performer 1 FROM table WHERE Performer 2 = compilation 2
"Performer 1 of greg proops, and a Date of 25 august 1995 is what performer 4?",SELECT Performer 4 FROM table WHERE Performer 1 = greg proops AND Date = 25 august 1995
"Performer 1 of greg proops, and a Performer 3 of ryan stiles, and a Date of 25 august 1995 is which average episode?",SELECT AVG Episode FROM table WHERE Performer 1 = greg proops AND Performer 3 = ryan stiles AND Date = 25 august 1995
"Performer 1 of Stephen Frost, and a Performer 2 of Josie Lawrence, and a Date of 15 September 1995 is what performer 3?",SELECT Performer 3 FROM table WHERE Performer 1 = stephen frost AND Performer 2 = josie lawrence AND Date = 15 september 1995
"WHich Mountains classification has an Asian team classification of seoul cycling team, and a Winner of alexandre usov?",SELECT Mountains classification FROM table WHERE Asian team classification = seoul cycling team AND Winner = alexandre usov
WHo is the Asian rider classification that has ruslan ivanov on the Stage of 9?,SELECT Asian rider classification FROM table WHERE General classification = ruslan ivanov AND Stage = 9
"WHich General classification has an Asian rider classification of shinichi fukushima, and a Winner of jeremy hunt?",SELECT General classification FROM table WHERE Asian rider classification = shinichi fukushima AND Winner = jeremy hunt
Which Stage has a Mountains classification of filippo savini?,SELECT Stage FROM table WHERE Mountains classification = filippo savini
Which Stage has a Winner of jeremy hunt?,SELECT Stage FROM table WHERE Winner = jeremy hunt
"Which winning team has Iowa city as the site, and december 3, 2006 as the date?","SELECT Winning team FROM table WHERE Site = iowa city AND Date = december 3, 2006"
"What site has november 30, 2006 as the date?","SELECT Site FROM table WHERE Date = november 30, 2006"
What winning team has volleyball as the sport?,SELECT Winning team FROM table WHERE Sport = volleyball
What is the total number in January when the St. Louis Blues had a game smaller than 42?,SELECT COUNT January FROM table WHERE Opponent = st. louis blues AND Game < 42
What is the January sum with the record of 17-20-2 with a game smaller than 39?,SELECT SUM January FROM table WHERE Record = 17-20-2 AND Game < 39
What was the record when the New York Knicks played at the Boston Garden?,SELECT Record FROM table WHERE Location = boston garden AND Opponent = new york knicks
"When the record was 7-2, what was the score for the game?",SELECT Score FROM table WHERE Record = 7-2
On what date was the record 4-2?,SELECT Date FROM table WHERE Record = 4-2
"Which Females Rank is the highest one that has Females (%) larger than 53, and an HIV awareness (males%) smaller than 89, and a State of odisha?",SELECT MAX Females Rank FROM table WHERE Females (%) > 53 AND HIV awareness (males%) < 89 AND State = odisha
"How many Females (%) have Females Rank smaller than 21, and a State of kerala, and Males Rank larger than 1?",SELECT COUNT Females (%) FROM table WHERE Females Rank < 21 AND State = kerala AND Males Rank > 1
"How many Females (%) have a State of karnataka, and Males Rank larger than 16?",SELECT COUNT Females (%) FROM table WHERE State = karnataka AND Males Rank > 16
"Which Males Rank is the highest one that has Females (%) smaller than 40, and Females Rank smaller than 22?",SELECT MAX Males Rank FROM table WHERE Females (%) < 40 AND Females Rank < 22
"Which Females (%) has an HIV awareness (males%) larger than 92, and Females Rank larger than 2, and Males Rank smaller than 3?",SELECT SUM Females (%) FROM table WHERE HIV awareness (males%) > 92 AND Females Rank > 2 AND Males Rank < 3
League Cup smaller than 0 is what sum of the total?,SELECT SUM Total FROM table WHERE League Cup < 0
"Championship larger than 3, and a FA Cup smaller than 3, and a Total smaller than 6 involves what highest league cup?",SELECT MAX League Cup FROM table WHERE Championship > 3 AND FA Cup < 3 AND Total < 6
Which Opponent has a Surface of hard on 28 august 1993?,SELECT Opponent FROM table WHERE Surface = hard AND Date = 28 august 1993
WHICH Outcome IS ON 18 july 1993?,SELECT Outcome FROM table WHERE Date = 18 july 1993
WHICH Outcome has aN Opponent of pascale paradis-mangon?,SELECT Outcome FROM table WHERE Opponent = pascale paradis-mangon
Which Score has aN Outcome of winner on 4 november 1990?,SELECT Score FROM table WHERE Outcome = winner AND Date = 4 november 1990
Which Tournament has an Opponent of susan sloane?,SELECT Tournament FROM table WHERE Opponent = susan sloane
Which Tournament has an Opponent of meike babel?,SELECT Tournament FROM table WHERE Opponent = meike babel
Which Game has a November of 29?,SELECT SUM Game FROM table WHERE November = 29
"Which Points have a Record of 12–2–4–1, and a November larger than 22?",SELECT AVG Points FROM table WHERE Record = 12–2–4–1 AND November > 22
Which Record has a Game of 19?,SELECT Record FROM table WHERE Game = 19
"How many Novembers have a Game larger than 14, and an Opponent of minnesota wild?",SELECT COUNT November FROM table WHERE Game > 14 AND Opponent = minnesota wild
Which November is the lowest one that has a Record of 12–2–4–1?,SELECT MIN November FROM table WHERE Record = 12–2–4–1
What day has a record of 25–30–13 and less than 63 points?,SELECT AVG March FROM table WHERE Record = 25–30–13 AND Points < 63
Which opponent has 63 points?,SELECT Opponent FROM table WHERE Points = 63
Which Alpha contains ia64 with discontinued 3.5-3.8 4.1-4.7?,SELECT alpha FROM table WHERE ia64 = discontinued 3.5-3.8 4.1-4.7
Which s390x contains a yes ia64 and a no for alpha?,SELECT s390x FROM table WHERE ia64 = yes AND alpha = no
"Which hppa contains a ppc64 of yes 3+, no for mips and no for alpha?",SELECT hppa FROM table WHERE mips = no AND alpha = no AND ppc64 = yes 3+
Who is the runner-up of the season with Tanel Sokk as the finals MVP and Alar Varrak as the champion's coach?,SELECT Runner-up FROM table WHERE Finals MVP = tanel sokk AND Champion's Coach = alar varrak
Which 1991 has an A 1993 ?,SELECT 1991 FROM table WHERE 1993 = a
Which 992 has a  1–2 of 1989 ?,SELECT 1992 FROM table WHERE 1989 = 1–2
WHICH 1990 has a 1993 of 1r?,SELECT 1990 FROM table WHERE 1993 = 1r
Which 1994 has a 1998 of 0–1?,SELECT 1994 FROM table WHERE 1998 = 0–1
Which 1995 has a 1993 of 3r?,SELECT 1995 FROM table WHERE 1993 = 3r
Which 1992 has a 1996 of sf and a 1993 of a?,SELECT 1992 FROM table WHERE 1996 = sf AND 1993 = a
"Which school picked a back in round 16, after pick 89?",SELECT School FROM table WHERE Pick > 89 AND Position = back AND Round = 16
Who was the visitor in the game that had Ottawa as the home team?,SELECT Visitor FROM table WHERE Home = ottawa
What was the score in the game where Carolina was the home team and Niittymaki received the decision?,SELECT Score FROM table WHERE Decision = niittymaki AND Home = carolina
What was the date of the game that had a loss of Johnson (9-8)?,SELECT Date FROM table WHERE Loss = johnson (9-8)
"Who had a Run 1 smaller than 51.96, a Run 2 larger than 51.13, and a Run 3 of 52.53?",SELECT Athlete FROM table WHERE Run 1 < 51.96 AND Run 2 > 51.13 AND Run 3 = 52.53
Who had a run 2 of 50.67?,SELECT Athlete FROM table WHERE Run 2 = 50.67
What was john farrow's run 2 associated with a run 1 of greater than 52.25?,SELECT MAX Run 2 FROM table WHERE Run 1 > 52.25 AND Athlete = john farrow
What was the Score in the game against the Buffalo Sabres?,SELECT Score FROM table WHERE Opponent = buffalo sabres
"Rank smaller than 4, and a Name of dalma iványi involved which lowest game?",SELECT MIN Games FROM table WHERE Rank < 4 AND Name = dalma iványi
Name of sue bird that involves what team?,SELECT Team FROM table WHERE Name = sue bird
Which episode was directed by Bob Anderson with a production code of KABF16 and a season before than 25?,SELECT Episode FROM table WHERE Season < 25 AND Directed by = bob anderson AND Production code = kabf16
Who was the director of the episode with a season after 8 and an episode of XVI?,SELECT Directed by FROM table WHERE Season > 8 AND Episode = xvi
Date of 7 september 1996 includes which highest rank athlete?,SELECT MAX Rank FROM table WHERE Date = 7 september 1996
Time of 10.82 has what location?,SELECT Location FROM table WHERE Time = 10.82
Date of 10 july 2009 includes what athlete?,SELECT Athlete FROM table WHERE Date = 10 july 2009
"Rank smaller than 5, and a Time larger than 10.7, and a Date of 10 july 2009 has what location?",SELECT Location FROM table WHERE Rank < 5 AND Time > 10.7 AND Date = 10 july 2009
"Faith of rc, and a Opened larger than 1966 which has the highest DCSF number?",SELECT MAX DCSF number FROM table WHERE Faith = rc AND Opened > 1966
"Faith of –, and a Name of greenway has what type?",SELECT Type FROM table WHERE Faith = – AND Name = greenway
"Who was the opponent that played at Launceston Cricket Club Ground, launceston during the season of 1853/54?","SELECT Opponent FROM table WHERE Venue = launceston cricket club ground, launceston AND Season = 1853/54"
What was the rank of the team during season 2006/07?,SELECT Rank FROM table WHERE Season = 2006/07
What was the venue where there were 55 runs?,SELECT Venue FROM table WHERE Runs = 55
What was the venue where there were 62 runs?,SELECT Venue FROM table WHERE Runs = 62
Which driver had an accident and laps smaller than 53?,SELECT Driver FROM table WHERE Laps < 53 AND Time/Retired = accident
