question,sql
What is the name of Rapid City's Adult Contemporary station?,SELECT Name FROM table WHERE City of license = Rapid City AND Format = Adult Contemporary
What are the market city/market(s) for Rapid City Alternative format?,SELECT Target city/ market FROM table WHERE City of license = Rapid City AND Format = Alternative
What is the frequency for the Christian Kawz-fm Translator station?,SELECT Frequency FROM table WHERE Format = Christian KAWZ-FM translator
What is the target market for the station on 97.9 fm?,SELECT Target city/ market FROM table WHERE Frequency = 97.9 FM
What is the frequency of the Classic Country Krki-fm booster station?,SELECT Frequency FROM table WHERE Format = Classic Country KRKI-FM booster
What is the target market of the station with call sign KFXS?,SELECT Target city/ market FROM table WHERE Call sign = KFXS
What year did the season finale have a total of 10.29 million viewers?,SELECT Season Finale FROM table WHERE Viewers (in millions) = 10.29
In what TV season did the 3rd season air?,SELECT TV Season FROM table WHERE Season = 3rd
How many rankings did the 5th season have?,SELECT COUNT Ranking FROM table WHERE Season = 5th
How many times did the 2nd season have a finale?,SELECT COUNT Season Finale FROM table WHERE Season = 2nd
" how many county with per capita income being $20,101","SELECT COUNT County FROM table WHERE Per Capita Income = $20,101"
"who is the the place with per capita income being $14,793","SELECT Place FROM table WHERE Per Capita Income = $14,793"
"what's the number of households with per capita income being $16,820","SELECT Number of Households FROM table WHERE Per Capita Income = $16,820"
"what is the maximum rank with per capita income being $17,013","SELECT MAX Rank FROM table WHERE Per Capita Income = $17,013"
How old is Darryll Holland's horse,SELECT Barrier FROM table WHERE Jockey = Darryll Holland
how many people work with N Rawiller,SELECT COUNT Trainer FROM table WHERE Jockey = N Rawiller
How old is Daniel Morton,SELECT MAX Barrier FROM table WHERE Trainer = Daniel Morton
How many serial branches have radio electrial = rea-iv?,SELECT COUNT Serial & Branch FROM table WHERE Radio Electrical = REA-IV
What are radio electricals when secretariat is wtr i?,SELECT Radio Electrical FROM table WHERE Secretariat = WTR I
What are electricals where secretariat is po(w)?,SELECT Electrical FROM table WHERE Secretariat = PO(W)
What mechanical has lpm regulation?,SELECT Mechanical FROM table WHERE Regulating = LPM
How many branches have radio electrical=hon s lt(r)?,SELECT COUNT Serial & Branch FROM table WHERE Radio Electrical = Hon S Lt(R)
Who regulates radio electrical = lren?,SELECT Regulating FROM table WHERE Radio Electrical = LREN
"What number episode in the series is the episode ""things that fly""?",SELECT MAX Series Number FROM table WHERE Episode Title = Things That Fly
What is the production code for season episode 8?,SELECT MIN Production Code FROM table WHERE Season Number = 8
How many episodes have a series number of 35?,SELECT COUNT Episode Title FROM table WHERE Series Number = 35
What is the series number for season episode 24?,SELECT MIN Series Number FROM table WHERE Season Number = 24
how many have times of 6,SELECT COUNT Fastest lap FROM table WHERE Rnd = 6
which brand have drivers who won with the names of ryan briscoe and tomas scheckter,SELECT Winning team FROM table WHERE Winning driver = Ryan Briscoe AND Fastest lap = Tomas Scheckter
who else along with scott dixon and graham rahal drove with the most speed,SELECT Fastest lap FROM table WHERE Most laps led = Scott Dixon AND Pole position = Graham Rahal
tell the number of times where kansas was the location,SELECT COUNT Rnd FROM table WHERE Race = Kansas
What TV channel had a license from Boston?,SELECT Channel TV ( DT ) FROM table WHERE City of license/Market = Boston
"Which station has a license in Fort Collins, Colorado?","SELECT Station FROM table WHERE City of license/Market = Fort Collins, Colorado"
What is the current status of the KDAF ** Station?,SELECT Current Status FROM table WHERE Station = KDAF **
"How many entries are listed under ""current status"" for the WJW-TV ++ Station?",SELECT COUNT Current Status FROM table WHERE Station = WJW-TV ++
How many stations have fox as the primary affiliation and have been owned since 1986?,SELECT COUNT Station FROM table WHERE Primary affiliation = Fox AND Owned since = 1986
What channel has station kdfw ++?,SELECT Channel TV ( DT ) FROM table WHERE Station = KDFW ++
What city has channel tv (dt) 25 (31)?,SELECT City of license /Market FROM table WHERE Channel TV ( DT ) = 25 (31)
"How many channel tv (dt)s are in austin, texas?","SELECT COUNT Channel TV ( DT ) FROM table WHERE City of license /Market = Austin, Texas"
When was 10 (10) bought?,SELECT Owned since FROM table WHERE Channel TV ( DT ) = 10 (10)
Who were the umpires when Paul Medhurst (C) won the Simpson Medal?,SELECT Umpires FROM table WHERE Simpson Medal = Paul Medhurst (C)
Who were the umpires when Paul Vines (S) won the Simpson Medal?,SELECT Umpires FROM table WHERE Simpson Medal = Paul Vines (S)
Which venue did Luke Blackwell serve as captain?,SELECT Venue FROM table WHERE Captain = Luke Blackwell
what's the minimum 180s value,SELECT MIN 180s FROM table
what's the sets won with 140+ being 16,SELECT Sets Won FROM table WHERE 140+ = 16
What channel number is Gladiators on,SELECT New channel(s) FROM table WHERE Programme = Gladiators
What show is coming back on in July 2008,SELECT Programme FROM table WHERE Date(s) of return = July 2008
Who are the mens doubles and womens singles is wang shixian?,SELECT Mens doubles FROM table WHERE Womens singles = Wang Shixian
Who is the mens singles and womens singlses is wang shixian?,SELECT Mens singles FROM table WHERE Womens singles = Wang Shixian
Who are the mens doubles and and mens singles is lee hyun-il?,SELECT Mens doubles FROM table WHERE Mens singles = Lee Hyun-il
Who are the mens singles and womens singles with sun yu?,SELECT Mens singles FROM table WHERE Womens singles = Sun Yu
what is the highest number where people got done at 31.1,SELECT MAX Competition finish FROM table WHERE Average = 31.1
who danced 11 and finished at more than a 2.0,SELECT Couple FROM table WHERE Number of dances = 11 AND Competition finish > 2.0
tell the competitions where the mean is 1,SELECT Average FROM table WHERE Number of dances = 1
tell the mean of the times competition for the 7 jigs,SELECT Rank by average FROM table WHERE Number of dances = 7
how many turns were completed to make a mean of 34.0,SELECT COUNT Number of dances FROM table WHERE Average = 34.0
What is the gender of the junior high school is 24mm?,SELECT Gender FROM table WHERE Junior High School (12–15 yrs) = 24mm
What amount of the university students and adults ehre the the senior high school is 26mm?,SELECT University students and Adults (18yrs+) FROM table WHERE Senior High School (15–18 yrs) = 26mm
What amount of senior high school where junior high school is 114cm?,SELECT Senior High School (15–18 yrs) FROM table WHERE Junior High School (12–15 yrs) = 114cm
What is the specification where senior high school is 25mm?,SELECT Specification FROM table WHERE Senior High School (15–18 yrs) = 25mm
What amount is the junior high school where the gender is male and the specification is minimum diameter of sakigawa?,SELECT Junior High School (12–15 yrs) FROM table WHERE Gender = Male AND Specification = Minimum diameter of sakigawa
What is the gender of senior high school 26mm?,SELECT Gender FROM table WHERE Senior High School (15–18 yrs) = 26mm
What was the score of the game when the team was 1-2?,SELECT Score FROM table WHERE Record = 1-2
Who had the high assists against charlotte?,SELECT High assists FROM table WHERE Team = Charlotte
How many leading scorers were there in the game against Utah?,SELECT COUNT High points FROM table WHERE Team = Utah
 how many location attendance with team being charlotte,SELECT COUNT Location Attendance FROM table WHERE Team = Charlotte
what's the game with date being march 7,SELECT Game FROM table WHERE Date = March 7
what's the date with game being 72,SELECT Date FROM table WHERE Game = 72
 how many high assbeingts with score being l 90–98 (ot),SELECT COUNT High assists FROM table WHERE Score = L 90–98 (OT)
who is the the high rebounds with team being vancouver,SELECT High rebounds FROM table WHERE Team = Vancouver
How many pairs of numbers are under record on April 12?,SELECT COUNT Record FROM table WHERE Date = April 12
Name total number of won for tries for 92,SELECT COUNT Won FROM table WHERE Tries for = 92
Name the club when tries for is 83,SELECT Club FROM table WHERE Tries for = 83
Name the try bonus for kenfig hill rfc,SELECT Try bonus FROM table WHERE Club = Kenfig Hill RFC
Name the tries against for played 22 and points against of 183,SELECT Tries against FROM table WHERE Played = 22 AND Points against = 183
Name the total number of points for when try bonus is 10,SELECT COUNT Points for FROM table WHERE Try bonus = 10
Name the number of won for maesteg harlequins rfc,SELECT COUNT Won FROM table WHERE Club = Maesteg Harlequins RFC
What amount had all played that lost were 8?,SELECT Played FROM table WHERE Lost = 8
what is the name of the club where drawn is 1 and lost is 10?,SELECT Club FROM table WHERE Drawn = 1 AND Lost = 10
what are the tries where the game was lost by 4?,SELECT Tries against FROM table WHERE Lost = 4
what amount of try bonus where the game was won by 11?,SELECT COUNT Try bonus FROM table WHERE Won = 11
what is the total amount of tries where the points were 325?,SELECT COUNT Tries against FROM table WHERE Points for = 325
What is the name of the column points against?,SELECT Points against FROM table WHERE Points = Points
How many points for when the points was 53?,SELECT Points for FROM table WHERE Points = 53
What is the played total when the points against was 321?,SELECT Played FROM table WHERE Points against = 321
How many tries for when the points against was 547?,SELECT Tries for FROM table WHERE Points against = 547
How many total games drawn for club tylorstown rfc?,SELECT Drawn FROM table WHERE Club = Tylorstown RFC
How many communities had a total renewable generation of 1375?,SELECT COUNT Autonomous Community FROM table WHERE Total Renewable Generation = 1375
What is the total demand for electricity when the demand for renewable electricity demand is 2.2%?,SELECT Total Electricity Demand FROM table WHERE % Renewable of Total Electricity Demand = 2.2%
What is the lowest numbered hydroelectric power when the renewable electricity demand is 21.5%?,SELECT MIN Hydroelectric power FROM table WHERE % Renewable of Total Electricity Demand = 21.5%
What is the community with a wind power of 1042?,SELECT Autonomous Community FROM table WHERE Wind power = 1042
How many races were for a distance of 2020 m?,SELECT COUNT Group FROM table WHERE Distance = 2020 m
Who was the winner of the race at Belmont?,SELECT Winner/2nd FROM table WHERE Venue = Belmont
On what date did Northerly place 6th?,SELECT Date FROM table WHERE Result = 6th
What was the weight in kg on the day of the race at Ranvet Stakes?,SELECT Weight (kg) FROM table WHERE Race = Ranvet Stakes
What was Northerly's result at the race on 19 Oct 2002?,SELECT Result FROM table WHERE Date = 19 Oct 2002
What was the distance of the race in which Northerly raced in group G3?,SELECT Distance FROM table WHERE Group = G3
what's the software executable space protection with dbeingtribution being gentoo,SELECT Software executable space protection FROM table WHERE Distribution = Gentoo
what's the dbeingtribution with grsecurity being no,SELECT Distribution FROM table WHERE grsecurity = No
what's the grsecurity with dbeingtribution being debian / ubuntu,SELECT grsecurity FROM table WHERE Distribution = Debian / Ubuntu
what's the software executable space protection with dbeingtribution being gentoo,SELECT Software executable space protection FROM table WHERE Distribution = Gentoo
what's the dbeingtribution with grsecurity being optional and compile time buffer checks being yes,SELECT Distribution FROM table WHERE grsecurity = Optional AND Compile time buffer checks = Yes
what's the dbeingtribution with rsbac being unknown,SELECT Distribution FROM table WHERE RSBAC = Unknown
Who is on the 2002 commission from district 3?,SELECT 2002 Commission FROM table WHERE District = District 3
What district for charlie oliver of the 2012 commission?,SELECT District FROM table WHERE 2012 Commission = Charlie Oliver
Who was on the 2012 commission and the 1999 commission with john wilborn?,SELECT 2012 Commission FROM table WHERE 1999 Commission = John Wilborn
How many people named gloria moon were on the 2002 and 2012 commissions?,SELECT COUNT 2002 Commission FROM table WHERE 2012 Commission = Gloria Moon
what's the others% with parbeingh being tangipahoa,SELECT Others% FROM table WHERE Parish = Tangipahoa
what is the maximum bush# with others% being 1.57%,SELECT MAX Bush# FROM table WHERE Others% = 1.57%
 how many bush% with total# being 191269,SELECT COUNT Bush% FROM table WHERE Total# = 191269
What is the highest game number?,SELECT MAX Game FROM table
How many entries are there for weight when the winner is 1st - defier and venue is randwick?,SELECT COUNT Weight (kg) FROM table WHERE Winner/2nd = 1st - Defier AND Venue = Randwick
Who was the jockey at Rosehill and the weight was 57.5 kg?,SELECT Jockey FROM table WHERE Venue = Rosehill AND Weight (kg) = 57.5
When the time is 1:36.30 what shows as winner?,SELECT Winner/2nd FROM table WHERE Time = 1:36.30
What was the depravitiy of earnings where international sales was 2470?,SELECT Income poverty f FROM table WHERE Exports (USD mn) 2011 = 2470
What was head count in 2010 where the farm production is 6.9?,SELECT MAX 2010 Population (000) FROM table WHERE Agri culture b = 6.9
How many districts had an depravity level of 27.7,SELECT COUNT District FROM table WHERE Income poverty f = 27.7
How low was the income where services is 72.5?,SELECT Income poverty f FROM table WHERE Services & cons truction b = 72.5
How low was the San Juan income?,SELECT Income poverty f FROM table WHERE District = San Juan
who is the player with high assists on january 22?,SELECT High assists FROM table WHERE Date = January 22
what is the total score for the date of january 3?,SELECT COUNT Score FROM table WHERE Date = January 3
Which team was in a game with a record of 15-63?,SELECT Team FROM table WHERE Record = 15-63
Which team played on April 1?,SELECT Team FROM table WHERE Date = April 1
How many players led Game #66 in scoring?,SELECT COUNT High points FROM table WHERE Game = 66
Who scored the most points in the game where the Raptors became 13-49?,SELECT High points FROM table WHERE Record = 13-49
Who did the Raptors play against when their record was 13-48?,SELECT Team FROM table WHERE Record = 13-48
Who was the high scorer in the game when the team was 1-4?,SELECT High points FROM table WHERE Record = 1-4
Where did they play and how many attended in the game against minnesota?,SELECT Location Attendance FROM table WHERE Team = Minnesota
Who had the high point total when dee brown (5) had the high assist total?,SELECT High points FROM table WHERE High assists = Dee Brown (5)
How many records are there for the games that took place on January 14.,SELECT COUNT Record FROM table WHERE Date = January 14
Which players scored the most points when the opposing team was Seattle and how many points did they score?,SELECT High points FROM table WHERE Team = Seattle
What was the location and attendance of the game against Portland?,SELECT Location Attendance FROM table WHERE Team = Portland
What was the record when the score was w 108–93 (ot)?,SELECT Record FROM table WHERE Score = W 108–93 (OT)
what's the 1985-1990 with 1995-2000 being 1.46,SELECT 1985-1990 FROM table WHERE 1995-2000 = 1.46
what's the 2000-2005 with 1985-1990 being 3.78,SELECT 2000-2005 FROM table WHERE 1985-1990 = 3.78
what's the 1985-1990 with 2000-2005 being 2.52,SELECT 1985-1990 FROM table WHERE 2000-2005 = 2.52
what's the region/country with 2000-2005 being 2.61,SELECT Region/country FROM table WHERE 2000-2005 = 2.61
what's the 1995-2000 with 1985-1990 being 1.24,SELECT 1995-2000 FROM table WHERE 1985-1990 = 1.24
what's the 1995-2000 with 1990-1995 being 3.08,SELECT 1995-2000 FROM table WHERE 1990-1995 = 3.08
what is the maximum total population with % catholic being 1.17%,SELECT MAX Total Population FROM table WHERE % Catholic = 1.17%
 how many total population with catholic being smaller than 31370649.1405057 and region being north africa,SELECT COUNT Total Population FROM table WHERE Catholic < 31370649.1405057 AND Region = North Africa
what's the wii points with title and source being tsūshin taikyoku: igo dōjō 2700-mon,SELECT Wii Points FROM table WHERE Title and Source = Tsūshin Taikyoku: Igo Dōjō 2700-Mon
what's the na -350- with title and source being paper wars: cannon fodder,SELECT NA -350- FROM table WHERE Title and Source = Paper Wars: Cannon Fodder
 how many title and source with pal -295- being yes and jp -210- being yes,SELECT COUNT Title and Source FROM table WHERE PAL -295- = Yes AND JP -210- = Yes
what's the jp -210- with title and source being fun! fun! minigolf,SELECT JP -210- FROM table WHERE Title and Source = Fun! Fun! Minigolf
 how many na -350- with title and source being bokumo sekai wo sukuitai: battle tournament,SELECT COUNT NA -350- FROM table WHERE Title and Source = Bokumo Sekai wo Sukuitai: Battle Tournament
What was the gtu winning team when the gto winning team was #48 greenwood racing?,SELECT GTU Winning Team FROM table WHERE GTO Winning Team = #48 Greenwood Racing
What was the to winnning team when the tu winning team was #16 2002?,SELECT TO Winning Team FROM table WHERE TU Winning Team = #16 2002
What round was the gto winning team #48 greenwood racing?,SELECT Rnd FROM table WHERE GTO Winning Team = #48 Greenwood Racing
What was the to winning team when the tu winning team was joe amato carson baird?,SELECT TO Winning Team FROM table WHERE TU Winning Team = Joe Amato Carson Baird
Who is GTU Winning Team's #27 Don Lindley's TO Winning Team?,SELECT TO Winning Team FROM table WHERE GTU Winning Team = #27 Don Lindley
What is GTO Winning Team Mike Keyser's RND number?,SELECT Rnd FROM table WHERE GTO Winning Team = Mike Keyser
Who is Gene Felton's TO Winning Team?,SELECT TO Winning Team FROM table WHERE GTO Winning Team = Gene Felton
What is Peter Gregg Hurley Haywood's results?,SELECT Results FROM table WHERE GTO Winning Team = Peter Gregg Hurley Haywood
What was the least amount for Goals Olimpia?,SELECT MIN Goals Olimpia FROM table
How many goals Olimpia recorded for 32 matches?,SELECT COUNT Goals Olimpia FROM table WHERE Matches = 32
What was the number of matches when the Goals Olimpia was 149?,SELECT Matches FROM table WHERE Goals Olimpia = 149
"At the rate where 1600kwh/kwp•y is 26.3, what is the value of 2200 kwh/kwp•y?",SELECT 2200 kWh/kWp•y FROM table WHERE 1600 kWh/kWp•y = 26.3
"At the rate where 2200 kwh/kwp•y is 11.8, what is the value of 2400 kwh/kwp•y?",SELECT 2400 kWh/kWp•y FROM table WHERE 2200 kWh/kWp•y = 11.8
"At the rate where 1000 kwh/kwp•y is 26.0, what is the value of 1600 kwh/kwp•y?",SELECT 1600 kWh/kWp•y FROM table WHERE 1000 kWh/kWp•y = 26.0
"At the rate where 1800 kwh/kwp•y is 1.1, what is the value of 2400 kwh/kwp•y?",SELECT 2400 kWh/kWp•y FROM table WHERE 1800 kWh/kWp•y = 1.1
"At the rate where 1800 kwh/kwp•y is 16.7, what is the value of 2400 kwh/kwp•y?",SELECT 2400 kWh/kWp•y FROM table WHERE 1800 kWh/kWp•y = 16.7
"what's the time required for prices to double with highest monthly inflation rate being 29,500%","SELECT Time required for prices to double FROM table WHERE Highest monthly inflation rate = 29,500%"
"what's the currency name with highest monthly inflation rate being 29,500%","SELECT Currency name FROM table WHERE Highest monthly inflation rate = 29,500%"
 how many equivalent daily inflation rate with time required for prices to double being 3.7 days,SELECT COUNT Equivalent daily inflation rate FROM table WHERE Time required for prices to double = 3.7 days
 how many country with currency name being republika srpska dinar,SELECT COUNT Country FROM table WHERE Currency name = Republika Srpska dinar
 how many equivalent daily inflation rate with currency name being republika srpska dinar,SELECT COUNT Equivalent daily inflation rate FROM table WHERE Currency name = Republika Srpska dinar
what's the country with highest monthly inflation rate being 3.13 × 10 8 %,SELECT Country FROM table WHERE Highest monthly inflation rate = 3.13 × 10 8 %
How many grand final dual television commentators were there in 1961?,SELECT COUNT Grand Final Dual Television Commentator FROM table WHERE Year(s) = 1961
Who was the spokesperson for France in 1970?,SELECT Spokesperson FROM table WHERE Year(s) = 1970
What year was Thierry Beccaro the spokesperson?,SELECT MIN Year(s) FROM table WHERE Spokesperson = Thierry Beccaro
How many games played on june 25?,SELECT COUNT Score FROM table WHERE Date = June 25
Who won the game on may 21?,SELECT Winning Team FROM table WHERE Date = May 21
Who was the losing pitcher when 40583 attended?,SELECT Losing Pitcher FROM table WHERE Attendance = 40583
Who was the wenning witcher when ezequiel astacio was the losing pitcher?,SELECT Winning Pitcher FROM table WHERE Losing Pitcher = Ezequiel Astacio
Where was the game played on may 20?,SELECT Location FROM table WHERE Date = May 20
On what position number is the club with a w-l-d of 5-7-4?,SELECT COUNT Club (City/Town) FROM table WHERE W-L-D = 5-7-4
What's the position of the club with w-l-d of 6-2-8?,SELECT MAX Position FROM table WHERE W-L-D = 6-2-8
How many games has the club with 29-24 goals for/against score played? ,SELECT Games Played FROM table WHERE Goals For/Against = 29-24
How many films titled Gie have been nominated?,SELECT COUNT Original title FROM table WHERE Film title used in nomination = Gie
Who is the director of the fimm Biola Tak Berdawai?,SELECT Director FROM table WHERE Original title = Biola tak berdawai
What title was used in the nomination for the title Biola Tak Berdawai?,SELECT Film title used in nomination FROM table WHERE Original title = Biola tak berdawai
"How many years have a film that uses the title ""Nagabonar"" in the nomination?",SELECT COUNT Year (Ceremony) FROM table WHERE Film title used in nomination = Nagabonar
Who is the director of the film Gie?,SELECT Director FROM table WHERE Film title used in nomination = Gie
Name the try bonus for tries against is 70,SELECT Try bonus FROM table WHERE Tries against = 70
What is the try bonus for when tries against is 43?,SELECT Try bonus FROM table WHERE Tries against = 43
Name the drawn for llandaff rfc,SELECT Drawn FROM table WHERE Club = Llandaff RFC
Name the won for try bonus of 10,SELECT Won FROM table WHERE Try bonus = 10
"It was announced on July 2, 2006 that what asset was acquired? ","SELECT Asset Acquired FROM table WHERE Date Announced = July 2, 2006"
On what date was it announced that an asset was acquired for US$9 Million? ,SELECT Date Announced FROM table WHERE Reported Cost = US$9 million
"On what date was the asset acquisition that was announced on February 22, 2007 completed?  ","SELECT Date Completed FROM table WHERE Date Announced = February 22, 2007"
"It is was announced on July 2, 2006 that what asset had been acquired? ","SELECT Asset Acquired FROM table WHERE Date Announced = July 2, 2006"
What was the reported cost of the asset acquired from Standard & Poor's? ,SELECT Reported Cost FROM table WHERE Acquired From = Standard & Poor's
"what's the trim with fuel mileage (latest epa mpg - us ) being 22 city, 30 hwy, 25 comb","SELECT Trim FROM table WHERE Fuel Mileage (latest EPA mpg - US ) = 22 city, 30 hwy, 25 comb"
"what's the trim with fuel mileage (latest epa mpg - us ) being 22 city, 30 hwy, 25 comb","SELECT Trim FROM table WHERE Fuel Mileage (latest EPA mpg - US ) = 22 city, 30 hwy, 25 comb"
what's the trim with engine being 3.5l lz4 v6,SELECT Trim FROM table WHERE Engine = 3.5L LZ4 V6
"what's the torque with fuel mileage (latest epa mpg - us ) being 22 city, 30 hwy, 25 comb","SELECT Torque FROM table WHERE Fuel Mileage (latest EPA mpg - US ) = 22 city, 30 hwy, 25 comb"
what's the torque with trim being xe (2009),SELECT Torque FROM table WHERE Trim = XE (2009)
what's the transmbeingsion with trim being xe (2009),SELECT Transmission FROM table WHERE Trim = XE (2009)
"Who is the director of the episode ""rain of terror"" that was written by John Brown?","SELECT Director FROM table WHERE Written by = John Brown AND Title = ""Rain of Terror"""
"What is the production number of ""rain of terror""?","SELECT MIN Production No. FROM table WHERE Title = ""Rain of Terror"""
"Who wrote the episode called ""mercury falling""?","SELECT Written by FROM table WHERE Title = ""Mercury Falling"""
Nantyglo RFC had 546 points for and how many points?,SELECT Points FROM table WHERE Points for = 546
What club had 523 points against? ,SELECT Club FROM table WHERE Points against = 523
What club has 536 points for?,SELECT Club FROM table WHERE Points for = 536
How many clubs had 7 wins? ,SELECT COUNT Club FROM table WHERE Won = 7
What club had 404 points against? ,SELECT Club FROM table WHERE Points against = 404
Risca RFC has 54 tries for and how many draws? ,SELECT Drawn FROM table WHERE Tries for = 54
What club has 36 points?,SELECT Club FROM table WHERE Points = 36
What are the lost where points lost is 353?,SELECT Lost FROM table WHERE Points for = 353
What are the won games with losing bonus of 0?,SELECT Won FROM table WHERE Losing bonus = 0
Which club has 565 points?,SELECT Club FROM table WHERE Points for = 565
How many tries where points is 77?,SELECT Tries for FROM table WHERE Points = 77
what's the percentage of votes with number of deputies being 112,SELECT Percentage of votes FROM table WHERE Number of deputies = 112
what's the percentage of votes with number of deputies being 112,SELECT Percentage of votes FROM table WHERE Number of deputies = 112
what's the percentage of votes with election date being 1981,SELECT Percentage of votes FROM table WHERE Election date = 1981
what's the number of deputies with number of votes received being smaller than 1549176.2765483726 and election date being 1969,SELECT Number of deputies FROM table WHERE Number of votes received < 1549176.2765483726 AND Election date = 1969
Who wrote the sorry of the episode directed by Dan Attias? ,SELECT Story by FROM table WHERE Directed by = Dan Attias
What's the season number of the episode directed by Dan Attias? ,SELECT MIN Season # FROM table WHERE Directed by = Dan Attias
What's the title of the episode written by David Simon? ,SELECT Title FROM table WHERE Teleplay by = David Simon
What year was Skyline High School founded?,SELECT COUNT Founded FROM table WHERE High School = Skyline
How many enrollment figures are provided for Roosevelt High School?,SELECT COUNT Enrollment FROM table WHERE High School = Roosevelt
Which location has a team that is nicknamed the Vikings?,SELECT Location FROM table WHERE Nickname = Vikings
What year was Kirkland founded?,SELECT Founded FROM table WHERE Location = Kirkland
Which institution was founded in 1923?,SELECT Institution FROM table WHERE Founded = 1923
Where is Interlake located?,SELECT Location FROM table WHERE Institution = Interlake
What was the series count at on May 23? ,SELECT Series FROM table WHERE Date = May 23
What is the lowest numbered game on the list?,SELECT MIN Game FROM table
Who had the high rebounds at the delta center?,SELECT High rebounds FROM table WHERE Location Attendance = Delta Center
How many people had the high rebound total when the team was 19-13?,SELECT COUNT High rebounds FROM table WHERE Record = 19-13
Who had the high point total when the team was 24-17?,SELECT High points FROM table WHERE Record = 24-17
What was the score when the heat played at charlotte arena?,SELECT Score FROM table WHERE Location Attendance = Charlotte Arena
How many games had the team played after they were 40-20?,SELECT Game FROM table WHERE Record = 40-20
What was the score on November 25?,SELECT Score FROM table WHERE Date = November 25
How many players scored the most points when the opposing team was New Orleans/Oklahoma City?,SELECT COUNT High points FROM table WHERE Team = New Orleans/Oklahoma City
How many players scored the most points on game 4?,SELECT COUNT High points FROM table WHERE Game = 4
What was the last game where the record was 6-3?,SELECT MAX Game FROM table WHERE Record = 6-3
"what's the country/region with seasons and winners being season 1, 2012: demetra malalan","SELECT Country/Region FROM table WHERE Seasons and winners = Season 1, 2012: Demetra Malalan"
 how many local title with televbeingion network being tv nova website,SELECT COUNT Local title FROM table WHERE Television network = TV Nova Website
"who is the the judges with seasons and winners being season 1, 2013–2014: upcoming season","SELECT Judges FROM table WHERE Seasons and winners = Season 1, 2013–2014: Upcoming season"
who is the the judges with local title being x factor and presenters being heikki paasonen jukka rossi (xtra factor),SELECT Judges FROM table WHERE Local title = X Factor AND Presenters = Heikki Paasonen Jukka Rossi (Xtra Factor)
"what's the local title with seasons and winners being series 1, 2006: lucy benjamin","SELECT Local title FROM table WHERE Seasons and winners = Series 1, 2006: Lucy Benjamin"
what's the country/region with presenters being heikki paasonen jukka rossi (xtra factor),SELECT Country/Region FROM table WHERE Presenters = Heikki Paasonen Jukka Rossi (Xtra Factor)
 how many chroma format with name being high profile,SELECT COUNT Chroma Format FROM table WHERE Name = High profile
"what's the chroma format with scalable modes being snr- or spatial-scalable and intra dc precbeingion being 8, 9, 10","SELECT Chroma Format FROM table WHERE Scalable modes = SNR- or spatial-scalable AND Intra DC Precision = 8, 9, 10"
what's the chroma format with name being high profile,SELECT Chroma Format FROM table WHERE Name = High profile
"who is the the artbeingt with song title being "" a steel guitar and a glass of wine ""","SELECT Artist FROM table WHERE Song title = "" A Steel Guitar And A Glass Of Wine """
what's the points with artbeingt being dave appell,SELECT Points FROM table WHERE Artist = Dave Appell
"who is the the artbeingt with song title being "" a little bitty tear ""","SELECT Artist FROM table WHERE Song title = "" A Little Bitty Tear """
who is the the artbeingt with position being 32,SELECT Artist FROM table WHERE Position = 32
