question,sql
"What affiliation has an owned since larger than 1991, and also has a channel (tv/rf) of 42?",SELECT Affiliation FROM table WHERE Owned Since > 1991 AND Channel ( TV / RF ) = 42
"What city of license/market has an owned since before 2011,and a affiliation of abc and channel (tv/rf) of 9 (22)?",SELECT City of license /Market FROM table WHERE Owned Since < 2011 AND Affiliation = abc AND Channel ( TV / RF ) = 9 (22)
"Count the sum of Col (m) which has an Elevation (m) of 3,011, and a Country of equatorial guinea ( bioko )?","SELECT SUM Col (m) FROM table WHERE Elevation (m) = 3,011 AND Country = equatorial guinea ( bioko )"
"COunt the sum of Prominence (m) of an Elevation (m) of 2,024?","SELECT SUM Prominence (m) FROM table WHERE Elevation (m) = 2,024"
Count the Prominence (m) of Col (m) smaller than 0?,SELECT AVG Prominence (m) FROM table WHERE Col (m) < 0
"Name the lowest Col (m) with a Peak of pico basilé, and a Prominence (m) smaller than 3,011?","SELECT MIN Col (m) FROM table WHERE Peak = pico basilé AND Prominence (m) < 3,011"
What is the Week of the game with TV Time of Fox 4:15ET?,SELECT COUNT Week FROM table WHERE TV Time = fox 4:15et
"What is the TV Time of the game on December 27, 2003?","SELECT TV Time FROM table WHERE Date = december 27, 2003"
"What is the Opponent at the game with Attendance of 68,436?","SELECT Opponent FROM table WHERE Attendance = 68,436"
What is the Attendance at the game against the Cincinnati Bengals?,SELECT Attendance FROM table WHERE Opponent = cincinnati bengals
What is the Opponent of the game after Week 3 with a Result of L 10–6?,SELECT Opponent FROM table WHERE Week > 3 AND Result = l 10–6
What is the Date of the Game with a Result of w 22–16 in TV Time of CBS 1:00ET?,SELECT Date FROM table WHERE TV Time = cbs 1:00et AND Result = w 22–16
"At what Venue was the Attendance 47,678?","SELECT Venue FROM table WHERE Attendance = 47,678"
What is the Attendance of New Zealand Scores in bold?,SELECT Attendance FROM table WHERE Date = new zealand scores in bold
"What is the number of lost games when 2 were drawn, and there were 6 bonus points?",SELECT Lost FROM table WHERE Drawn = 2 AND Bonus points = 6
What is the number of bonus points when there are 4 drawn?,SELECT Bonus points FROM table WHERE Drawn = 4
What is the number of bonus points when there are 2 drawn and the points against is 599?,SELECT Bonus points FROM table WHERE Drawn = 2 AND Points against = 599
What is the lost number when the team played 26 games and there were 83 points?,SELECT Lost FROM table WHERE Played = 26 AND Points = 83
"What is the lost number for the team with 2 drawn games, and 572 points against?",SELECT Lost FROM table WHERE Drawn = 2 AND Points against = 572
What is the number of bonus points for the team with 2 drawn games and 475 points?,SELECT Bonus points FROM table WHERE Drawn = 2 AND Points for = 475
What is the transfer fee for Helguera?,SELECT Transfer fee FROM table WHERE Name = helguera
What was the transfer fee when the moving from was celta de Vigo?,SELECT Transfer fee FROM table WHERE Moving from = celta de vigo
What was the transfer window with a moving from of fenerbahçe?,SELECT Transfer window FROM table WHERE Moving from = fenerbahçe
What nation had a moving from of espanyol?,SELECT Nat. FROM table WHERE Moving from = espanyol
What was the transfer fee for the player with an ends of 2007?,SELECT Transfer fee FROM table WHERE Ends = 2007
What is the Series of the Filmography with a Release date of 1946-03-16?,SELECT Series FROM table WHERE Release date = 1946-03-16
Who is the Director of the Filmography with Production Number of 11-14?,SELECT Director FROM table WHERE Production Number = 11-14
What is the Series of the Filmography with Release date of 1946-01-05?,SELECT Series FROM table WHERE Release date = 1946-01-05
What is the Series of the Filmography with a Production Number of M-4-15?,SELECT Series FROM table WHERE Production Number = m-4-15
What venue has a score of 4-0 with the 2002 Tiger Cup listed as the competition?,SELECT Venue FROM table WHERE Score = 4-0 AND Competition = 2002 tiger cup
What competition has a score of 1-3?,SELECT Competition FROM table WHERE Score = 1-3
"What competition listed is dated November 17, 2003?","SELECT Competition FROM table WHERE Date = november 17, 2003"
"What venue listed is dated February 22, 2003?","SELECT Venue FROM table WHERE Date = february 22, 2003"
What venue is listed as having a competition titled Friendly?,SELECT Venue FROM table WHERE Competition = friendly
"Which Notes have a Time larger than 23.34, and a Rank of 8?",SELECT Notes FROM table WHERE Time ( sec ) > 23.34 AND Rank = 8
"In what week was the December 21, 1969 game?","SELECT AVG Week FROM table WHERE Date = december 21, 1969"
"Which Opposing Team has a Venue of rectory ground, devonport?","SELECT Opposing Team FROM table WHERE Venue = rectory ground, devonport"
When has an Opposing Team of mid-districts?,SELECT Date FROM table WHERE Opposing Team = mid-districts
Can you tell me the Class (old) to 1868 that has the Quantity larger than 8?,SELECT Class (old) to 1868 FROM table WHERE Quantity > 8
What was the date of the Cross Code debut that had an Int'l Debut in the year 2008?,SELECT Date FROM table WHERE Year = 2008
"What was the Int'l Debut for a player in the back position, that also had a Cross Code Debut of RU Australia v Wales?",SELECT Int'l Debut FROM table WHERE Position = back AND Cross Code Debut = ru australia v wales
What year did Coenraad Breytenbach have their Int'l Debut?,SELECT Year FROM table WHERE Player = coenraad breytenbach
What is the Cross Code Debut for a player that had their Int'l Debut of RU test New Zealand v Australia?,SELECT Cross Code Debut FROM table WHERE Int'l Debut = ru test new zealand v australia
What percent of respondents had no opinion on George H.W. Bush?,SELECT George H. W. Bush FROM table WHERE Result = no opinion
What was Christian Kubusch's lane when the heat was more than 2 and time was DNS?,SELECT SUM Lane FROM table WHERE Time = dns AND Name = christian kubusch AND Heat > 2
What's Bulgaria's lane?,SELECT AVG Lane FROM table WHERE Nationality = bulgaria
What's Great Britain's lane with a heat less than 3?,SELECT AVG Lane FROM table WHERE Nationality = great britain AND Heat < 3
What's Spain's lane with a heat less than 4?,SELECT AVG Lane FROM table WHERE Nationality = spain AND Heat < 4
What's the heat in the lane less than 3 with a time of 14:48.39?,SELECT AVG Heat FROM table WHERE Lane < 3 AND Time = 14:48.39
What's China's heat for Zhang Lin in a lane after 6?,SELECT SUM Heat FROM table WHERE Nationality = china AND Name = zhang lin AND Lane > 6
Who won bronze in 1994?,SELECT Bronze FROM table WHERE Year = 1994
"Which position was picked before 63, for Oklahoma College?",SELECT Position FROM table WHERE Pick < 63 AND College = oklahoma
Which College has a Position of Offensive Tackle?,SELECT College FROM table WHERE Position = offensive tackle
Which player had 50 balls?,SELECT Player FROM table WHERE Balls = 50
"What date was Apes of Wrath written by Friz Freleng, production number higher than 1496 from series mm released?",SELECT Release date FROM table WHERE Director = friz freleng AND Production Number > 1496 AND Series = mm AND Title = apes of wrath
What is the production number directed by Robert McKimson in series mm titled People Are Bunny?,SELECT SUM Production Number FROM table WHERE Director = robert mckimson AND Series = mm AND Title = people are bunny
What was the series of the episode directed by Abe Levitow released on 1959-06-27?,SELECT Series FROM table WHERE Director = abe levitow AND Release date = 1959-06-27
What is the release date of the episode named Mouse-Placed Kitten with an episode number less than 1495 directed by Robert McKimson?,SELECT Release date FROM table WHERE Production Number < 1495 AND Director = robert mckimson AND Title = mouse-placed kitten
Which Player has a Round larger than 8?,SELECT Player FROM table WHERE Round > 8
What is tom cassidy's nationality?,SELECT Nationality FROM table WHERE Player = tom cassidy
"Which College/Junior/Club Team has a Pick larger than 70, and a Round smaller than 7?",SELECT College/Junior/Club Team FROM table WHERE Pick > 70 AND Round < 7
Which Player has a Round larger than 8?,SELECT Player FROM table WHERE Round > 8
Which County has a Location of edinburgh?,SELECT County FROM table WHERE Location = edinburgh
COunt the average Enrollment in hope?,SELECT AVG Enrollment FROM table WHERE Location = hope
"Which Mascot has IHSAA Class of aa, and a Enrollment larger than 369?",SELECT Mascot FROM table WHERE IHSAA Class = aa AND Enrollment > 369
what is the lowest league goals when the league apps is 1 and the fa cup goals is more than 0?,SELECT MIN League Goals FROM table WHERE League Apps = 1 AND FA Cup Goals > 0
what is the highest fa cup goals when the total goals is more than 3 and total apps is 31 (1)?,SELECT MAX FA Cup Goals FROM table WHERE Total Goals > 3 AND Total Apps = 31 (1)
"what is the league goals when the fa cup goals is higher than 0, the fa cup apps is 2 and the league apps is 45?",SELECT League Goals FROM table WHERE FA Cup Goals > 0 AND FA Cup Apps = 2 AND League Apps = 45
how many times is the total apps 1 and the fa cup goals less than 0 for bob mountain?,SELECT COUNT Total Goals FROM table WHERE Total Apps = 1 AND Name = bob mountain AND FA Cup Goals < 0
What is the highest attendance for the match against west ham united at the venue of a?,SELECT MAX Attendance FROM table WHERE Venue = a AND Opponent = west ham united
Which Country has a Score of 67?,SELECT Country FROM table WHERE Score = 67
Which To par has a Player of momoko ueda?,SELECT To par FROM table WHERE Player = momoko ueda
Which To par has a Player of johanna head?,SELECT To par FROM table WHERE Player = johanna head
What is the notes for the team from Denmark?,SELECT Notes FROM table WHERE Country = denmark
Which athlete had a rank of 6 and notes of sc/d?,SELECT Athlete FROM table WHERE Notes = sc/d AND Rank = 6
Which country is the athlete latt shwe zin with notes of sc/d from?,SELECT Country FROM table WHERE Notes = sc/d AND Athlete = latt shwe zin
What's the HR number when the LMS number is 14758?,SELECT HR no. FROM table WHERE LMS no. = 14758
What's the CR number that has an LMS number less than 14761 and works of Hawthorn Leslie 3100?,SELECT AVG CR no. FROM table WHERE Works = hawthorn leslie 3100 AND LMS no. < 14761
What's the HR Number when the LMS number is 14757 and has a built of 9/1915?,SELECT HR no. FROM table WHERE Built = 9/1915 AND LMS no. = 14757
What's the built date when the CR number is more than 940 and the LMS number is 14760?,SELECT Built FROM table WHERE CR no. > 940 AND LMS no. = 14760
"What is the Home team of the event on Thursday, December 11 with Visitor Modo Hockey?","SELECT Home FROM table WHERE Visitor = modo hockey AND Date = thursday, december 11"
What is the traditional Chinese name for the record titled Sunrise?,SELECT Chinese (Traditional) FROM table WHERE English Title = sunrise
What would be the traditional Chinese name tat is simplified as 崇拜?,SELECT Chinese (Traditional) FROM table WHERE Chinese (Simplified) = 崇拜
What traditional Chinese name would the Rock Records release Grown up Overnight be given?,SELECT Chinese (Traditional) FROM table WHERE Label = rock records AND English Title = grown up overnight
What is the traditional Chinese name for the record Beautiful?,SELECT Chinese (Traditional) FROM table WHERE English Title = beautiful
"What is the album number for the record 情歌没有告诉你, simplified from the traditional Chinese name?",SELECT Album# FROM table WHERE Chinese (Simplified) = 情歌没有告诉你
What is the simplified Chinese name for the 9th album?,SELECT Chinese (Simplified) FROM table WHERE Album# = 9th
Which Eliminated has a Tag Team of jindrak and cade?,SELECT Eliminated by FROM table WHERE Tag Team = jindrak and cade
Which Eliminated has an Entered smaller than 2?,SELECT Eliminated by FROM table WHERE Entered < 2
Name the Tag Team with Entered of 6?,SELECT Tag Team FROM table WHERE Entered = 6
Name Tag Team with a Eliminated of 5?,SELECT Tag Team FROM table WHERE Eliminated = 5
Name the Tag Team with a Time of 03:34?,SELECT Tag Team FROM table WHERE Time = 03:34
Name the highest Entered of Eliminated by of rosey and the hurricane?,SELECT MAX Entered FROM table WHERE Eliminated by = rosey and the hurricane
"Which Episodes have a TV Station of ntv, and a Japanese Title of あいのうた?",SELECT AVG Episodes FROM table WHERE TV Station = ntv AND Japanese Title = あいのうた
Which TV Station has Average Ratings of 16.89%?,SELECT TV Station FROM table WHERE Average Ratings = 16.89%
"Which Episodes have a TV Station of tbs, and a Japanese Title of 今夜ひとりのベッドで?",SELECT MAX Episodes FROM table WHERE TV Station = tbs AND Japanese Title = 今夜ひとりのベッドで
"Which Japanese Title has a TV Station of tbs, and a Romaji Title of hana yori dango?",SELECT Japanese Title FROM table WHERE TV Station = tbs AND Romaji Title = hana yori dango
Who was the away team with a tie number of 4?,SELECT Away team FROM table WHERE Tie no = 4
What date was the tie number of 32?,SELECT Date FROM table WHERE Tie no = 32
What was the score when the tie number was a replay and the home team was mansfield town?,SELECT Score FROM table WHERE Tie no = replay AND Home team = mansfield town
what is the to par when the score is 67-68-76=211?,SELECT To par FROM table WHERE Score = 67-68-76=211
what is the score for tom watson?,SELECT Score FROM table WHERE Player = tom watson
who is the player when the place is t10 and the score is 67-72-72=211?,SELECT Player FROM table WHERE Place = t10 AND Score = 67-72-72=211
what is the place for bryce molder?,SELECT Place FROM table WHERE Player = bryce molder
what is the to par for mathew goggin?,SELECT To par FROM table WHERE Player = mathew goggin
Which Quantity has an Axle arrangement of 2′c h2?,SELECT AVG Quantity FROM table WHERE Axle arrangement = 2′c h2
Which Year(s) of manufacture has an Axle arrangement of 2′b n2?,SELECT Year(s) of manufacture FROM table WHERE Axle arrangement = 2′b n2
Which Rank has a Time of 5:56.73?,SELECT Rank FROM table WHERE Time = 5:56.73
"Which Rank has Notes of fb, and a Time of 5:57.31?",SELECT Rank FROM table WHERE Notes = fb AND Time = 5:57.31
"How much 2000 has a 2005 smaller than 583,590, and a 2009 smaller than 156,761, and a 2002 larger than 1,393,020?","SELECT SUM 2000 FROM table WHERE 2005 < 583,590 AND 2009 < 156,761 AND 2002 > 1,393,020"
"Which 2011 has a 2004 smaller than 271,691, and a Country or territory of vietnam, and a 2009 larger than 265,414?","SELECT AVG 2011 FROM table WHERE 2004 < 271,691 AND Country or territory = vietnam AND 2009 > 265,414"
"Which 2007 has a Country or territory of china, and a 2002 smaller than 670,099?","SELECT MIN 2007 FROM table WHERE Country or territory = china AND 2002 < 670,099"
"what is the giro wins when jerseys is 2, country is portugal and young rider is more than 0?",SELECT SUM Giro wins FROM table WHERE Jerseys = 2 AND Country = portugal AND Young rider > 0
"what is the highest jersey when points is 0, different holders is less than 3, giro wins is less than 1 and young rider is more than 1?",SELECT MAX Jerseys FROM table WHERE Points = 0 AND Different holders < 3 AND Giro wins < 1 AND Young rider > 1
"how many times is young rider more than 0, country is france and points less than 1?",SELECT COUNT Jerseys FROM table WHERE Young rider > 0 AND Country = france AND Points < 1
what is the least different holders when the country is ireland and giro wins is less than 1?,SELECT MIN Different holders FROM table WHERE Country = ireland AND Giro wins < 1
What is Brian Mateer's Speed?,SELECT Speed FROM table WHERE Rider = brian mateer
What is the Rank of the Rider with a Speed of 111.072mph in Team 250CC Honda?,SELECT AVG Rank FROM table WHERE Team = 250cc honda AND Speed = 111.072mph
What is the Nationality of the swimmer with a Time of 1:08.80?,SELECT Nationality FROM table WHERE Time = 1:08.80
What is Anna Khlistunova's Nationality?,SELECT Nationality FROM table WHERE Name = anna khlistunova
What is the penalty for the DET team player Andreas Lilja?,SELECT Penalty FROM table WHERE Team = det AND Player = andreas lilja
What is the penalty for Jonathan Toews?,SELECT Penalty FROM table WHERE Player = jonathan toews
What is the period for Ben Eager?,SELECT Period FROM table WHERE Player = ben eager
What is the period for the DET Team with a time of 11:27?,SELECT Period FROM table WHERE Team = det AND Time = 11:27
What player has a penalty of holding on the DET team?,SELECT Player FROM table WHERE Penalty = holding AND Team = det
What time does Dustin Byfuglien have in 1st period?,SELECT Time FROM table WHERE Period = 1st AND Player = dustin byfuglien
Which competition has a result of 2-0 in Ferreiras with an assist/pass by Casey Nogueira?,SELECT Competition FROM table WHERE Result = 2-0 AND Location = ferreiras AND Assist/pass = casey nogueira
What is the score with the Lineup match reports?,SELECT Score FROM table WHERE Lineup = match reports
On what date is there an assist/pass by Shannon Boxx?,SELECT Date FROM table WHERE Assist/pass = shannon boxx
Which assist/pass is in Ferreiras?,SELECT Assist/pass FROM table WHERE Location = ferreiras
Willy Sagnol with a type as career end had what has the transfer fee?,SELECT Transfer fee FROM table WHERE Type = career end AND Name = willy sagnol
"Marcell Jansen with a transfer window of summer, and of transfer as type is from what nation?",SELECT Nat. FROM table WHERE Transfer window = summer AND Type = transfer AND Name = marcell jansen
Marcell Jansen of the nation GER has what for the type?,SELECT Type FROM table WHERE Nat. = ger AND Name = marcell jansen
"What player had a transfer window of winter, and free as the transfer fee?",SELECT Name FROM table WHERE Transfer window = winter AND Transfer fee = free
"Which player from GER has a transfer window of summer, and a transfer fee of n/a?",SELECT Name FROM table WHERE Transfer window = summer AND Nat. = ger AND Transfer fee = n/a
What's the highest Year Left that's got a Conference Joined of Sagamore with a Year Joined larger than 1942?,SELECT MAX Year Left FROM table WHERE Conference Joined = sagamore AND Year Joined > 1942
What's the highest Year Left for the School of Danville?,SELECT MAX Year Left FROM table WHERE School = danville
What was lane 4's time?,SELECT Time FROM table WHERE Lane = 4
What's the part number of the processor that has an 1.8 ghz frequency and 2 × 256 kb L@ Cache?,SELECT Part number(s) FROM table WHERE L2 cache = 2 × 256 kb AND Frequency = 1.8 ghz
What's the sSpec number of the processor having an ultra-low power I/O?,SELECT sSpec number FROM table WHERE I/O bus = ultra-low power
What the cores with a release date of February 2011 and a BGA-1023 socket?,SELECT Cores FROM table WHERE Socket = bga-1023 AND Release date = february 2011
What's the L3 Cache that has a standard power I/O?,SELECT L3 cache FROM table WHERE I/O bus = standard power
What's the release date of the processor with 2.8 ghz of frequency?,SELECT Release date FROM table WHERE Frequency = 2.8 ghz
What is the total S ÷ D with a 3298 (1986) [3 H] nizoxetine and an N ÷ D greater than 37.01?,SELECT COUNT S ÷ D FROM table WHERE [ 3 H]Nisoxetine = 3298 (1986) AND N ÷ D > 37.01
"What is the [3 H] paroxetine with a [3 H] CFT less than 3.93, an S ÷ D greater than 1891, and a [3H] nizoxetine of 299 (180)?",SELECT [ 3 H]Paroxetine FROM table WHERE [ 3 H]CFT < 3.93 AND S ÷ D > 1891 AND [ 3 H]Nisoxetine = 299 (180)
What is the sum of the [3 H]CFT with an N ÷ D less than 393.8 and a [3H] paroxetine of 1045 (45)?,SELECT SUM [ 3 H]CFT FROM table WHERE N ÷ D < 393.8 AND [ 3 H]Paroxetine = 1045 (45)
What is the highest S ÷ D with a 2420 (220) [3H] paroxetine and an N ÷ D less than 393.8?,SELECT MAX S ÷ D FROM table WHERE [ 3 H]Paroxetine = 2420 (220) AND N ÷ D < 393.8
What round was the match at Westpac Stadium that had the Newcastle Jets as the away team?,SELECT Round FROM table WHERE Venue = westpac stadium AND Away = newcastle jets
On what weekday was the match that had Perth Glory as the away team?,SELECT Weekday FROM table WHERE Away = perth glory
What is the British record for the fish with a Guernsey record of 32-8-0?,SELECT British Record FROM table WHERE Guernsey Record = 32-8-0
What year was the Guernsey record of 2-3-12 set?,SELECT Year FROM table WHERE Guernsey Record = 2-3-12
What was the guernsey record set with a fish caught at Bordeaux Harbour?,SELECT Guernsey Record FROM table WHERE Location = bordeaux harbour
When was the film released that a less than 5038 production number and was of the character Bosko?,SELECT Release date FROM table WHERE Production Num. < 5038 AND Characters = bosko
With 4645 as the production number what was the title?,SELECT Title FROM table WHERE Production Num. = 4645
The film titled Bosko's fox hunt had what as the smallest production number?,SELECT MIN Production Num. FROM table WHERE Title = bosko's fox hunt
What is the smallest production number for the LT series with the Dumb Patrol title?,SELECT MIN Production Num. FROM table WHERE Series = lt AND Title = dumb patrol
What was the average capacity for vélez sársfield?,SELECT AVG Capacity FROM table WHERE Home team(s) = vélez sársfield
What city was the home team Tigre?,SELECT City FROM table WHERE Home team(s) = tigre
What province is in Mendoza with a stadium feliciano gambarte?,SELECT Province FROM table WHERE City = mendoza AND Stadium = feliciano gambarte
On what date was there a tv time of ABC 8:00pm and after week 9?,SELECT Date FROM table WHERE Week > 9 AND TV Time = abc 8:00pm
What is total number of years that has genre of first-person shooter?,SELECT SUM Year FROM table WHERE Genre = first-person shooter
Which year is the lowest for genre of action-adventure?,SELECT MIN Year FROM table WHERE Genre = action-adventure
"What is the Roman translation with ""Normalised"" transliteration i","SELECT Roman equivalent FROM table WHERE ""Normalised"" transliteration = i"
"what is the ""normalized"" transliteration for Roman i","SELECT ""Normalised"" transliteration FROM table WHERE Roman equivalent = i"
what is the normal environment of occurrence that has a Proto-Germanic origin /ai/,SELECT Normal environment of occurrence (in native words) FROM table WHERE Proto-Germanic origin = /ai/
"Which the lowest Against has a Status of tour match, and a Venue of ravenhill , belfast?","SELECT MIN Against FROM table WHERE Status = tour match AND Venue = ravenhill , belfast"
"Name the average Against that has a Venue of twickenham , london on 25 november 1978?","SELECT AVG Against FROM table WHERE Venue = twickenham , london AND Date = 25 november 1978"
Name the highest Against on 21 november 1978?,SELECT MAX Against FROM table WHERE Date = 21 november 1978
"Name the Against of Venue of brewery field , bridgend?","SELECT Against FROM table WHERE Venue = brewery field , bridgend"
Name the Status with an Against larger than 15?,SELECT Status FROM table WHERE Against > 15
what is the name when 2008 club is vc nova?,SELECT Name FROM table WHERE 2008 club = vc nova
what is the name when 2008 club is patron patra?,SELECT Name FROM table WHERE 2008 club = patron patra
what is spike when 2008 club is vc nova?,SELECT Spike FROM table WHERE 2008 club = vc nova
what is the score on 24 january 1976 with the tie no of 1?,SELECT Score FROM table WHERE Date = 24 january 1976 AND Tie no = 1
Who is the home team when the away team is newcastle united?,SELECT Home team FROM table WHERE Away team = newcastle united
who is the home team when the away team is wolverhampton wanderers?,SELECT Home team FROM table WHERE Away team = wolverhampton wanderers
what is the date when the tie no is 9?,SELECT Date FROM table WHERE Tie no = 9
who is the away team when the tie no is 7?,SELECT Away team FROM table WHERE Tie no = 7
what is the score when the home team is sunderland?,SELECT Score FROM table WHERE Home team = sunderland
What is the name of the title that was directed by Friz Freleng and has a production number of 443?,SELECT Title FROM table WHERE Director = friz freleng AND Production Number = 443
Which title has a production number of 627?,SELECT Title FROM table WHERE Production Number = 627
what is the film when the year is earlier than 2002 and the category is outstanding actress?,SELECT Film FROM table WHERE Year < 2002 AND Category = outstanding actress
"What is the total latitude of the greenland township with more than 34.846 sqmi of land, a geo id less than 3805529660, and an ANSI code greater than 1036405?",SELECT COUNT Latitude FROM table WHERE Land ( sqmi ) > 34.846 AND GEO ID < 3805529660 AND Township = greenland AND ANSI code > 1036405
"What is the sum of the land in sq mi with an ansi code less than 1036538, a 2010 population less than 42, a longitude greater than -99.442872, and more than 0.882 sq mi of water?",SELECT SUM Land ( sqmi ) FROM table WHERE ANSI code < 1036538 AND Pop. (2010) < 42 AND Longitude > -99.442872 AND Water (sqmi) > 0.882
